English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
spelt,spelt,spelz,,,speldi,,spiltaz
spill,spillen,spillen,spilla,spilde,spilla,,spilþijaną
,spint,spint,,,,,spindaz
spin,spinnen,spinnen,spinna,spinde,spinna,𐍃𐍀𐌹𐌽𐌽𐌰𐌽,spinnaną
spire,spier,speier,spira,spir,spíra,,spīrǭ
,spit,spitt,spett,,,𐍃𐍀𐌹𐍄𐌿𐍃,spitą
spit,,,speta,,,,spitō
spit,spit,spitt,,,spýta,,spituz
spew,spuwen,speien,spy,spy,spýja,𐍃𐍀𐌴𐌹𐍅𐌰𐌽,spīwaną
spout,spuiten,speuzen,,,spýta,,spīwatjaną
,splijten,spleißen,,,,,splītaną
,splitten,,,,,,splittōną
,spook,spok,spöke,,,,spōk
spool,spoel,spule,spole,spole,spóla,,spōlǭ
spread,spreiden,spreiten,sprida,,,,spraidijaną
springe,sprengen,sprengen,spränga,sprænge,sprengja,,sprangijaną
sprint,,,sprätta,,spretta,,sprantijaną
speak,spreken,sprechen,,,,,sprekaną
spreckle,,spreckel,spräkla,spraglet,spreklóttur,,sprekkala
sprout,spruiten,sprießen,spruta,,,,spreutaną
spring,springen,springen,springa,springe,springa,,springaną
,,,,,spretta,,sprintaną
,,spritzen,,,,,sprittōną
sprot,,sprosse,,,sproti,,sprutô
,spoor,spur,spår,spor,spor,,spurą
,,,,,,𐍃𐍀𐌰𐌿𐍂𐌳𐍃,spurdz
speer,speuren,spüren,spörja,spørge,spyrja,,spurjaną
spurn,,anspornen,spjärna,,sporna,,spurnaną
,,,,,spyrna,,spurnijaną
spur,spoor,sporn,sporre,spore,spori,𐍃𐍀𐌰𐌿𐍂𐌰,spurô
spur,sporen,,spåra,spore,spora,,spurōną
spit,sputten,spützen,,spytte,,,sputtijaną
,spotten,spotten,spotta,spotte,spotta,,spuþþōną
staff,staf,stab,stav,stav,stafur,𐍃𐍄𐌰𐍆𐍃,stabaz
,stevenen,stimmen,,,stefna,,stabnijaną
,stadigen,,stadga,,,,stadigōną
stead,stad,stadt,stad,stad,staður,𐍃𐍄𐌰𐌸𐍃,stadiz
,,,städja,,,,stadjaną
stay,stag,stag,stag,stag,,,stagą
steg,,,,,steggur,,staggijaz
stag,,,,,steggi,,staggijô
,staal,stahl,stål,stål,stál,,stahlą
,,stählen,,,stæla,,stahlijaną
,steigen,,,,,,staigijaną
stay,steil,steil,,,,,staigilaz
,,steige,,,,𐍃𐍄𐌰𐌹𐌲𐌰,staigō
,,,,,steigur,,staigraz
stair,steiger,steiger,,,,,staigriz
stony,stenig,steinig,,,,𐍃𐍄𐌰𐌹𐌽𐌰𐌷𐍃,stainagaz
,,steiner,stenar,stener,steinar,,stainawarjaz
stain,steen,stein,sten,sten,steinn,𐍃𐍄𐌰𐌹𐌽𐍃,stainaz
,stenen,steinen,stena,stene,steina,𐍃𐍄𐌰𐌹𐌽𐌾𐌰𐌽,stainijaną
stonen,stenen,steinen,,,,𐍃𐍄𐌰𐌹𐌽𐌴𐌹𐌽𐍃,stainīnaz
stack,,,stack,stak,,,stakkaz
stake,staak,stake,stake,stage,staki,𐍃𐍄𐌰𐌺𐌰,stakô
,,,,,,𐍃𐍄𐌰𐌻𐌳𐌰𐌽,staldaną
stalking,,,,,,,stalkungō
stall,stal,stall,stall,stald,stallur,,stallaz
stalk,,,stjälk,stilk,stilkur,,stalukaz
stalking,,,,,,,stalukōną
stale,staal,steel,,,,,staluz
,,,stamma,stamme,stama,,stammāną
,,,,,stamr,𐍃𐍄𐌰𐌼𐌼𐍃,stammaz
stem,stemmen,stemmen,stämma,stæmme,stemma,,stammijaną
stempne,stem,stemme,,,,,stamnijō
stem,stam,stamm,,,,,stamniz
stamp,stampen,stampfen,stampa,stampe,stappa,,stampōną
stammer,stameren,,,,,,stamrōną
,staan,stehen,stå,stå,,,stāną
stand,,standen,stånda,stande,standa,𐍃𐍄𐌰𐌽𐌳𐌰𐌽,standaną
stang,stang,stange,stång,stang,stöng,,stangō
stench,,,,,,,stankwijaną
stench,stank,gestank,,,,,stankwiz
step,,fußstapfen,,,,,stapiz
step,stappen,stepfen,,,,,stapjaną
staple,stapel,staffel,stapel,stabel,stöpull,,stapulaz
starblind,staarblind,starblind,,,,,starablindaz
stare,staren,starren,,,stara,,starāną
,star,starr,,,,,staraz
stark,sterk,stark,stark,stærk,sterkur,,starkuz
,,,,,,𐍃𐍄𐌰𐍃𐍃,stassiz
steam,stoom,stoom,stimma,,,,staumaz
steep,,,,,,,staupaz
steep,,,stöpa,støbe,steypa,,staupijaną
stour,,,stör,stør,staur,,stauraz
,stoten,stoßen,,,,𐍃𐍄𐌰𐌿𐍄𐌰𐌽,stautaną
,,,,,steyta,,stautijaną
,stoot,stoß,stöt,stød,steytur,,stautiz
,,stoßen,stöta,støde,stauta,,stautōną
,,,,,,𐍃𐍄𐌰𐌸𐌰,staþô
staddle,staal,stadel,,,stöðull,,staþulaz
steven,stem,stimme,,,stefna,𐍃𐍄𐌹𐌱𐌽𐌰,stebnō
steal,stelen,stehlen,stjäla,stjæle,stela,𐍃𐍄𐌹𐌻𐌰𐌽,stelaną
,stenen,stöhnen,,,,,stenaną
starve,sterven,sterben,,,stirfinn,,sterbaną
,,,,,stjarfi,,sterbô
star,ster,stern,stjärna,stjerne,stjarna,𐍃𐍄𐌰𐌹𐍂𐌽𐍉,sternǭ
,,stārke,,,,𐍃𐍄𐌰𐌹𐍂𐍉,sterǭ
start,staart,sterz,stjärt,stjært,stertur,,stertaz
,stuiven,stieben,,,,,steubaną
step-,stief-,stief-,styv-,stiv-,stjúp-,,steupa-
stepbarn,,,styvbarn,,stjúpbarn,,steupabarną
steer,stier,stier,,,stjór,𐍃𐍄𐌹𐌿𐍂,steuraz
stiff,stijf,steif,,,,,stīfaz
sty,stijgen,steigen,stiga,stige,stíga,𐍃𐍄𐌴𐌹𐌲𐌰𐌽,stīganą
,steken,stechen,,,,,stikaną
stitch,steek,stich,,,stikill,𐍃𐍄𐌹𐌺𐍃,stikiz
stitch,stikken,sticken,,,stikkjast,,stikjaną
stick,stek,stecken,sticka,stikke,stikka,,stikkô
sting,,,stinga,,stinga,,stinganą
stink,stinken,stinken,,,stökkva,𐍃𐍄𐌹𐌲𐌵𐌰𐌽,stinkwaną
stint,,,,,,,stintaną
,,stieren,stirra,stirre,stira,,stīrāną
steer,sturen,steuern,styra,styre,stýra,𐍃𐍄𐌹𐌿𐍂𐌾𐌰𐌽,stiurijaną
stud,stoet,stute,sto,,stóð,,stōdą
studhorse,,stutroß,,,stóðhross,,stōdahrussą
,,,,,stæða,𐍃𐍄𐍉𐌳𐌾𐌰𐌽,stōdijaną
stool,stoel,stuhl,stol,stol,stóll,𐍃𐍄𐍉𐌻𐍃,stōlaz
,,,stomme,stom,,𐍃𐍄𐍉𐌼𐌰,stōmô
stoor,,,stor,stor,stór,,stōraz
,,,,,stæra,,stōrijaną
stow,stuwen,stauen,,,,𐍃𐍄𐍉𐌾𐌰𐌽,stōwijaną
stow,stuw,stau,,,stó,𐍃𐍄𐌰𐌿𐌰,stōwō
,strak,strack,,,,,strakaz
,stramp,,,,,,strampaz
strand,strand,strand,strand,strand,strönd,,strandō
strong,streng,streng,sträng,stræng,strangur,,strangaz
string,strengen,strängen,,,strengja,,strangijaną
string,streng,strang,sträng,streng,strengur,,strangiz
stream,stroom,strom,ström,strøm,straumur,,straumaz
stream,stromen,strömen,strömma,strømme,streyma,,straumijaną
,,,ström,,streymur,,straumijaz
strip,stropen,,strypa,,,,straupijaną
straw,stro,stroh,strå,strå,strá,,strawą
strew,strooien,streuen,strö,strø,strá,𐍃𐍄𐍂𐌰𐌿𐌾𐌰𐌽,strawjaną
,,,stryka,stryka,strjúka,,streukaną
strain,,,,,,,streuną
,,striefen,strypa,,,,streupaną
strive,strijven,,,,,,strībaną
stride,strijden,streiten,strida,,,,strīdaną
,strijd,streit,strid,strid,stríð,,strīdaz
strike,strijken,streichen,,,strýkva,,strīkaną
streak,streek,strich,,,,𐍃𐍄𐍂𐌹𐌺𐍃,strikiz
streak,,,,,,,strikô
strand,streen,strähne,strena,,,,strinô
,,,,stritte,strita,,strittōną
strood,stroet,struth,,,,,strōduz
,stroocken,,,,stroka,,strukkōną
,strompen,strumpf,,,,,strumpaz
stub,,,,stub,stubbur,,stubbaz
,stobbe,stubbe,stubbe,,stubbi,,stubbô
,,,,,,𐍃𐍄𐌿𐌱𐌾𐌿𐍃,stubjuz
,,,,,stýfa,,stūfijaną
stock,stok,stock,stock,stok,stokkur,,stukkaz
stick,stuk,stück,stycke,stykke,stykki,,stukkiją
stoke,stoken,,,,,,stukōną
,,,stöld,,stuldur,,stuldiz
stulp,,,stolpe,stolpe,stólpi,,stulpô
stout,stout,stolz,stolt,stolt,stoltur,,stultaz
,stolken,,,,,,stulukōną
,stom,stumm,,,,,stummaz
stump,stomp,stumpf,stump,,stumpur,,stumpaz
stound,stond,stunde,stund,stund,stund,𐍃𐍄𐌿𐌽𐌳𐌰,stundō
stound,,stunden,stunda,stunde,stunda,,stundōną
stench,,,,,,𐍃𐍄𐌿𐌲𐌵,stunkwiz
stun,steunen,stöhnen,,,,,stunōną
stunt,,,,,stuttur,,stuntaz
stint,,,,,stytta,,stuntijaną
,stuipen,,stupa,,,,stūpaną
stir,,,,,styrr,,sturiz
,steur,stör,stör,stør,styrja,,sturjô
stork,stork,storch,stork,stork,storkur,,sturkaz
,,,styrka,styrke,styrkur,,sturkiz
,,,storkna,,storkna,𐍃𐍄𐌰𐌿𐍂𐌺𐌽𐌰𐌽,sturknaną
stour,storm,sturm,storm,storm,stormur,,sturmaz
,,stürmen,,,styrma,,sturmijaną
,,,,,,𐍃𐍄𐌰𐌿𐍂𐍂𐌰𐌽,sturnāną
,stutten,stützen,,,,,stuttijaną
,,,stödja,,styðja,,stuþjaną
stud,,,stöd,,stoð,,stuþs
,,sud,,,,,sudiz
,suffen,,,,syfja,,sufjaną
,suffen,,,,syfja,,sufjōną
sowl,zuivel,,sofvel,sul,,,suflą
,,,,,syfla,,suflijaną
,zuigen,saugen,suga,suge,súga,,sūganą
sow,zeug,söög,,,,,sugō
,zucht,sucht,sot,sot,sótt,𐍃𐌰𐌿𐌷𐍄𐍃,suhtiz
suck,zuiken,,,,,,sūkaną
sock,,socke,socka,sok,sokkur,,sukkaz
soak,,sucken,,,,,sukkōną
sole,zol,sol,,,,,sulą
sullow,,,,,,,sulhs
sill,zulle,,syll,syld,syll,𐍃𐌿𐌻𐌹,sulī
,,untersäulen,,,sýla,,sūlijaną
sile,zuil,säule,sula,sule,súla,𐍃𐌰𐌿𐌻𐍃,sūliz
,,,,,sylla,,suljaną
silt,zult,sülze,sylt,sylt,,,sultijō
summer,zomer,sommer,sommar,sommer,sumar,,sumaraz
summer,zomeren,sommern,,,sumra,,sumarōną
some,som,,somme,somme,sumur,𐍃𐌿𐌼𐍃,sumaz
sump,zomp,sumpf,,,,,sumpaz
,,,,,,𐍃𐍅𐌿𐌼𐍃𐌻,sumslą
sound,zond,sund,sund,sund,sund,,sundą
sound,gezond,gesund,,,,,sundaz
sunder,zonder,sondern,sönder,sønder,sundur,,sunder
,zonde,sünde,synd,synd,synd,,sundī
sunder,zonder,,sönder,sønder,sundur,𐍃𐌿𐌽𐌳𐍂𐍉,sundraz
,,,söndra,søndre,,,sundrijaną
,,,,,,𐍃𐌿𐌽𐌳𐍂𐍉,sundrô
sunder,zonderen,sondern,,,sundra,,sundrōną
,,,,,,𐍃𐌿𐌽𐌾𐌹𐍃,sunjaz
sin,,,,,,𐍃𐌿𐌽𐌾𐌰,sunjō
,,,söna,,synja,𐍃𐌿𐌽𐌾𐍉𐌽,sunjōną
,,,,,synjun,𐍃𐌿𐌽𐌾𐍉𐌽𐍃,sunjōniz
sun,zon,sonne,,,sunna,𐍃𐌿𐌽𐌽𐍉,sunnǭ
son,zoon,sen,son,søn,sonur,𐍃𐌿𐌽𐌿𐍃,sunuz
,zuiden,,sunnan,sønden,sunnan,,sunþanē
south,zuid,,söder,syd,suður,,sunþrą
south,,,söder,syd,suður,,sunþraz
southern,,,,,suðrænn,,sunþrōnijaz
sup,zuipen,saufen,supa,supe,súpa,,sūpaną
sop,,,,,sopi,,supô
soup,,supfe,,,,,suppǭ
sop,soppen,,,,,𐍃𐌿𐍀𐍉𐌽,suppōną
sour,zuur,sauer,sur,sur,súr,,sūraz
sorrow,zorgen,sorgen,sörja,sørge,syrgja,𐍃𐌰𐌿𐍂𐌲𐌰𐌽,surgāną
sorrow,zorg,sorge,sorg,sorg,sorg,𐍃𐌰𐌿𐍂𐌲𐌰,surgō
,,sau,so,so,sýr,,sūz
so,zo,so,så,så,svo,𐍃𐍅𐌰,swa
sweb,,,,,svefja,,swabjaną
swain,,schwein,sven,svend,sveinn,,swainaz
swaip,,schweifen,svepa,svøbe,sveipa,,swaipaną
swaip,,schweifen,svepa,svøbe,sveipa,,swaipijaną
swot,zweet,schweiß,svett,sved,sveiti,,swait
,,,svett,sved,sveiti,𐍃𐍅𐌰𐌹𐍄𐌰𐌽,swaitaną
sweat,zweten,,svettas,svede,sveita,,swaitijaną
,,,,,sveit,,swajutą
,,,sval,sval,svalur,,swalaz
soch,zulk,solch,slik,slig,slíkur,𐍃𐍅𐌰𐌻𐌴𐌹𐌺𐍃,swalīkaz
,,,,,,𐍃𐍅𐌰𐌻𐌻𐌾𐌰𐌽,swallijaną
,,,,,,𐍃𐍅𐌰𐌻𐌻𐌴𐌹𐌽𐍃,swallīniz
swallow,zwaluw,schwalbe,svala,svale,svala,,swalwǭ
,zwam,schwamm,svamp,svamp,sveppur,𐍃𐍅𐌰𐌼𐌼𐍃,swammaz
,zwemmen,schwemmen,,,,,swammijaną
swan,zwaan,schwan,svan,svane,svanur,,swanaz
,,schwenden,,,,,swandijaną
swinge,zwenken,schwenken,,,,𐍃𐍅𐌰𐌲𐌲𐍅𐌾𐌰𐌽,swangwijaną
,zwenken,schwenken,,,,,swankijaną
sward,zwoerd,schwarte,svål,svær,svörður,,swarduz
swear,zweren,schwören,svära,sværge,sverja,𐍃𐍅𐌰𐍂𐌰𐌽,swarjaną
swarm,zwerm,schwarm,svärm,sværm,svarmur,,swarmaz
swarm,zwermen,schwärmen,svärma,sværme,sverma,,swarmijaną
,,,,,svari,𐍃𐍅𐌰𐍂𐌰,swarô
swear,,,,,,,swarō
,,,svara,svare,svara,,swarōną
swart,zwart,schwarz,svart,sort,svartur,𐍃𐍅𐌰𐍂𐍄𐍃,swartaz
,zwarten,schwärzen,svärta,,sverta,𐍃𐍅𐌰𐍂𐍄𐌾𐌰𐌽,swartijaną
swart,zwarten,,,,svarta,,swartōną
so,zo,so,så,så,svo,𐍃𐍅𐌴,swē
,,schwabe,,,,,swēbaz
,zwavel,schwefel,,,,𐍃𐍅𐌹𐌱𐌻𐍃,sweblaz
asweve,,,somna,sovne,sofna,,swefaną
sweven,,,sömn,søvn,svefn,,swefnaz
,,schwegel,,,,𐍃𐍅𐌹𐌲𐌻𐌰,sweglō
,,schwegeln,,,,𐍃𐍅𐌹𐌲𐌻𐍉𐌽,sweglōną
,zwager,schwager,,,,,swēgraz
,zweger,schwieger,,,,𐍃𐍅𐌰𐌹𐌷𐍂𐍉,swegrō
,zweer,schwäher,svär,,,𐍃𐍅𐌰𐌹𐌷𐍂𐌰,swehuraz
sweal,,,,,,,swelaną
swallow,zwelgen,schwelgen,svälja,svælge,svelga,,swelganą
swell,zwellen,schwellen,svälla,,svella,,swellaną
swelt,zwelten,,svälta,svelte,svelta,𐍃𐍅𐌹𐌻𐍄𐌰𐌽,sweltaną
,zweren,schwären,,,,,sweraną
,zwaren,,,,,𐍃𐍅𐌴𐍂𐌰𐌽,swērāną
sweer,zwaar,schwer,svår,svær,svár,𐍃𐍅𐌴𐍂𐍃,swēraz
swerve,zwerven,schwirbeln,svärva,,sverfa,𐍃𐍅𐌰𐌹𐍂𐌱𐌰𐌽,swerbaną
sword,zwaard,schwert,svärd,sværd,sverð,,swerdą
,,schwere,,,,𐍃𐍅𐌴𐍂𐌴𐌹,swērį̄
,,schwerde,,,,𐍃𐍅𐌴𐍂𐌹𐌸𐌰,swēriþō
,,,,,,𐍃𐍅𐌴𐍃,swēsaz
sister,zuster,schwester,syster,søster,systir,𐍃𐍅𐌹𐍃𐍄𐌰𐍂,swestēr
,zweven,schweben,,,,,swibāną
swive,,,sväva,,svífa,𐍃𐍅𐌴𐌹𐌱𐌰𐌽,swībaną
,,,svensk,svensk,svenskur,,swihaniskaz
,,,svear,,svíi,𐍃𐍅𐌰𐌹𐌷𐌰,swihô
,,,svek,svig,svik,,swiką
,,,,,,𐍃𐍅𐌹𐌺𐌽𐍃,swiknaz
,,,,,,𐍃𐍅𐌹𐌺𐌽𐌾𐌰𐌽,swiknijaną
swike,zwijken,,svika,svige,svíkja,,swīkwaną
,zwijmen,,svimma,,,,swīmaną
swim,zwemmen,schwimmen,simma,svømme,svimma,,swimmaną
swim,zwijm,schweim,svimma,svime,svimi,,swīmô
swine,zwijn,schwein,svin,svin,svín,𐍃𐍅𐌴𐌹𐌽,swīną
,swijnen,schweinen,,,svína,,swīnaną
,zwinden,schwinden,svinna,,,,swindaną
swing,zwingen,schwingen,svinga,,,,swinganą
swink,zwinken,,,,,,swinkaną
swith,swiet,geschwind,,,svinnur,𐍃𐍅𐌹𐌽𐌸𐍃,swinþaz
,,,,,,𐍃𐍅𐌹𐌽𐌸𐌾𐌰𐌽,swinþijaną
,zwijpen,,,,,,swīpaną
,,schwippen,,svippe,svipa,,swippōną
,,schwitzen,,,,,switjaną
,,,svida,svide,svíða,,swīþaną
sough,zwoegen,,,,,𐍃𐍅𐍉𐌲𐌰𐌽,swōganą
,,,,,,𐍃𐍅𐍉𐌲𐌾𐌰𐌽,swōgijaną
,zoen,sühne,,,,,swōnō
,,,,,sópa,,swōpōną
,zoeten,süßen,söta,søde,sæta,,swōtijaną
,,,sötma,sødme,,,swōtmô
sweet,zoet,süß,söt,sød,sætur,,swōtuz
,,,,sult,sultur,,swultiz
,te,zu,,,,,ta
tath,,zetten,,,teðja,,tadjaną
tail,teil,zagel,tagel,tavl,tagl,𐍄𐌰𐌲𐌻,taglą
,,,,,tæja,𐍄𐌰𐌷𐌾𐌰𐌽,tahjaną
tear,,zähre,tår,tåre,tár,𐍄𐌰𐌲𐍂,tahrą
,,,,,,𐍄𐌰𐌲𐍂𐌾𐌰𐌽,tahrijaną
toe,teen,zehe,tå,tå,tá,,taihwǭ
teach,,,,,,,taikijaną
token,teken,zeichen,tecken,tegn,teikn,𐍄𐌰𐌹𐌺𐌽𐍃,taikną
,tekenen,zeichnen,teckna,tegne,teikna,𐍄𐌰𐌹𐌺𐌽𐌾𐌰𐌽,taiknijaną
token,,zeichnen,teckna,tegne,teikna,,taiknōną
tan,teen,zein,ten,ten,teinn,𐍄𐌰𐌹𐌽𐍃,tainaz
teanel,,zainler,,,teinur,𐍄𐌰𐌹𐌽𐌾𐍉,tainijǭ
tose,,zeisen,,,,,taisaną
tait,,zeiß,,,teitur,,taitaz
,,,,,teita,,taitijaną
tack,tak,zacke,,,,,takkô
,tal,,tal,tal,tal,,talą
tall,,gezahl,,,,𐍄𐌰𐌻𐍃,talaz
tallow,talk,talg,talg,talg,,,talgaz
tell,tellen,zählen,tälja,tælle,telja,,taljaną
,talmen,,,,tálma,,talmōną
tale,taal,zahl,tala,tale,tala,,talō
tale,talen,zahlen,tala,tale,tala,,talōną
tame,tam,zahm,tam,tam,tamur,,tamaz
tame,temmen,zähmen,tämja,tæmme,temja,𐍄𐌰𐌼𐌾𐌰𐌽,tamjaną
teend,,,tända,tænde,tendra,𐍄𐌰𐌽𐌳𐌾𐌰𐌽,tandijaną
,,,,,tengja,,tangijaną
tong,tang,zange,tång,tang,töng,,tangō
tough,taai,zähe,,,,,tanhuz
,,,tå,fortov,tá,,tanhwą
,,,to,,tó,,tanhwō
tooth,tand,zahn,tand,tand,tönn,,tanþs
,,,täppa,,teppa,,tappijaną
tampion,tap,zapfen,tapp,tap,tappi,𐍄𐌰𐍀𐍀𐌰,tappô
tirfe,,,,,,,tarbijaną
,vertaard,zart,,,,,tardaz
tarry,tergen,zergen,,,,,targijaną
targe,,zarge,,,targa,,targǭ
,teren,zehren,tära,tære,tæra,,tarjaną
tasse,tas,tasche,taska,taske,taska,,taskǭ
tiver,toverij,zauber,,,töfrar,,taubrą
,toveren,zaubern,,,töfra,,taubrōną
tie,,töjen,töja,tøje,teygja,,taugijaną
tie,togenaar,,tåg,tov,taug,,taugō
team,toom,zaum,töm,tømme,taumur,,taumaz
teem,tomen,zäumen,,,teyma,,taumijaną
taw,touwen,,,,tæja,𐍄𐌰𐌿𐌾𐌰𐌽,tawjaną
tow,touw,tau,to,,tó,,tawwą
ty,tig,zig,tjog,,tugur,𐍄𐌹𐌲𐌿𐍃,teguz
,,zese,,,,𐍄𐌰𐌹𐌷𐍃𐍅𐌰,tehswô
,,,,,,𐍄𐌰𐌹𐌷𐍃𐍅𐌰,tehswō
ten,tien,zehn,tio,ti,tíu,𐍄𐌰𐌹𐌷𐌿𐌽,tehun
tenth,tiende,zehnte,tionde,tiende,tíundi,𐍄𐌰𐌹𐌷𐌿𐌽𐌳𐌰,tehundô
,,,,,,𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐌷𐌿𐌽𐌳,tehuntēhundą
take,taken,,taga,tage,taka,𐍄𐌴𐌺𐌰𐌽,tēkaną
tilt,,zelt,tjäll,tjæld,tjald,,teldą
tiller,telg,zelge,,,tjálgur,,telguz
,,,,,tæla,,tēlijaną
teem,,ziemen,,,,,temaną
try,,,,,,𐍄𐌰𐌹𐍂𐌰𐌽,teraną
tarn,,,tjärn,tjern,tjörn,,ternō
tar,teer,,tjära,tjære,tjara,,terwą
,,,tjor,,,,terwaz
tetter,,zitterich,,,,,tetruz
tether,tuier,zieter,tjuder,tøjr,tjóður,,teudrą
toy,tuig,zeug,tyg,tøj,tygi,,teugą
tee,tijgen,ziehen,,,,𐍄𐌹𐌿𐌷𐌰𐌽,teuhaną
teen,,,tyn,,tjón,,teuną
,,,,,,𐍄𐌰𐌹𐌷𐌿𐌽𐍄𐌴𐍅𐌴𐌹𐍃,tēwijaz
,,,,,,𐍄𐌴𐍅𐌰,tēwō
,teef,zippe,täva,tæve,,,tibǭ
,,ungeziefer,,,,,tibrą
,,ziefer,,,,𐍄𐌹𐌱𐍂,tībrą
tide,tijen,,,,,,tīdijaną
,,,,,tíður,,tīdijaz
tide,tijd,zeit,tid,tid,tíð,,tīdiz
tile,tegel,ziegel,tegel,tegl,tigl,,tigulǭ
,tijgen,zeihen,te,te,tjá,𐍄𐌴𐌹𐌷𐌰𐌽,tīhaną
til,,ziel,till,til,til,𐍄𐌹𐌻,tilą
,,,,,,𐍄𐌹𐌻𐍃,tilaz
till,telen,zielen,,,,𐍄𐌹𐌻𐍉𐌽,tilōną
time,,,timme,time,tími,,tīmô
time,,,tima,,,,tīmōną
timber,timmer,zimmer,timmer,tømmer,timbur,,timrą
timber,timmeren,zimmern,,,,𐍄𐌹𐌼𐍂𐌾𐌰𐌽,timrijaną
timber,,zimmern,timbra,tömre,timbra,,timrōną
tin,tin,zinn,tenn,tin,tin,,tiną
tind,,zind,,,tindur,,tindaz
titter,sidderen,zittern,,,titra,,titrōną
teen,,,tyna,tyne,týna,,tiunijaną
,,,ti,ty,týr,𐍄𐌴𐌹𐍅𐍃,tīwaz
,,zertheilen,,,,𐌳𐌹𐍃𐌳𐌰𐌹𐌻𐌾𐌰𐌽,tizdailijaną
to,tot,zu,,,,,tō
tack,tak,zacke,tagg,tagge,,,tōgô
tool,,,,,tól,,tōlą
toom,,,tom,tom,tómur,,tōmaz
teem,,,tömma,tømme,tæma,,tōmijaną
,,,,,traf,,trabō
trade,tra,tratt,trad,,tröð,,tradō
,traan,träne,,,,,trahnuz
,trekken,,,,,,trakjaną
,tornen,trennen,,,,,trannijaną
,betrapen,,,,,,trappōną
trust,troost,trost,tröst,trøst,traust,𐍄𐍂𐌰𐌿𐍃𐍄𐌹,traustą
,,trostlos,,,,,traustalausaz
,,tröstlich,,,traustlegur,,traustalīkaz
,,getrost,,,,,traustaz
,,trösten,trösta,,treysta,,traustijaną
,,,träga,,trega,,treganą
,traag,träg,,,,,trēgiz
tray,,,,,tregi,,tregô
tree,teer,,trä,træ,tré,𐍄𐍂𐌹𐌿,trewą
,,,tro,tro,trúa,,trewwāną
true,trouw,treue,tro,tro,trú,𐍄𐍂𐌹𐌲𐌲𐍅𐌰,trewwō
,,,,,,𐍄𐍂𐌹𐌼𐍀𐌰𐌽,trimpaną
,,entrinnen,,,,,trinnaną
treen,,,,,,𐍄𐍂𐌹𐍅𐌴𐌹𐌽𐍃,triwīnaz
trow,,,trygga,trygge,tryggja,,triwwijaną
trig,trouw,treu,trygg,tryg,tryggur,𐍄𐍂𐌹𐌲𐌲𐍅𐍃,triwwiz
untruth,,,trygd,trygd,tryggð,,triwwiþō
tread,treden,treten,tråda,trå,troða,𐍄𐍂𐌿𐌳𐌰𐌽,trudaną
trough,trog,trog,tråg,,trog,,trugaz
trim,,,,,,,trumaz
trendle,trendel,trendel,,,,,trundilaz
trot,trotten,,,,,,truttōną
trow,trouwen,trauen,tro,tro,trúa,𐍄𐍂𐌰𐌿𐌰𐌽,trūwāną
,drol,troll,troll,trold,tröll,,truzlą
,,,,,trúður,,trūþaz
,teugel,zügel,tygel,tøjle,tygill,,tugilaz
,teug,zug,,,,,tugiz
,,,,,togna,,tugnaną
toga,hertog,zog,tig,tug,togi,,tugô
tug,,,,,toga,,tugōną
,tocht,zucht,tukt,tugt,tykt,𐍄𐌰𐌿𐌷𐍄𐍃,tuhtiz
tuck,tokken,zucken,,,toga,,tukkōną
,,,,,,𐍄𐌿𐌻𐌲𐌿𐍃,tulguz
toll,tol,zoll,tull,told,tollur,,tullaz
,,,tomt,toft,topt,,tumftō
tumble,tuimelen,taumeln,,,tumba,,tūmōną
toft,,zunft,tomt,toft,topt,,tumþiz
town,tuin,zaun,tun,tun,tún,,tūną
,,zünden,,,,,tundijaną
tinder,tonder,zunder,tunder,tønder,tundur,,tundrą
,,,tungel,,tungl,𐍄𐌿𐌲𐌲𐌻,tunglą
tongue,tong,zunge,tunga,tunge,tunga,𐍄𐌿𐌲𐌲𐍉,tungǭ
tusk,,,,,,,tunþskaz
,,,,,,𐍄𐌿𐌽𐌸𐌿𐍃,tunþuz
top,top,zopf,topp,top,toppur,,tuppaz
,turven,,,,tyrfa,,turbijaną
turf,turf,torf,torv,tørv,torf,,turbz
turd,,,,,,,turdą
turd weevil,tortwevel,,tordyvel,,tordýfill,,turdawibilaz
,tornen,,,,,𐍄𐌰𐌿𐍂𐌽𐌰𐌽,turnaną
,toorn,zorn,,,,,turnaz
,,,,,,𐍄𐌰𐌿𐍂𐌸𐍃,turþiz
,,,tåssa,,,,tuską
toze,,,,,tossa,,tussōną
,,,tor-,,tor-,𐍄𐌿𐌶-,tuz-
twain,twee,zwei,två,to,tveir,𐍄𐍅𐌰𐌹,twai
twenty,twintig,zwanzig,tjugo,tyve,tuttugu,𐍄𐍅𐌰𐌹 𐍄𐌹𐌲𐌾𐌿𐍃,twai tigiwiz
twelve,twaalf,zwölf,tolv,tolv,tólf,𐍄𐍅𐌰𐌻𐌹𐍆,twalif
,,,,,,𐍄𐍅𐌰𐌻𐌹𐌱𐍅𐌹𐌽𐍄𐍂𐌿𐍃,twalifwintruz
twinge,,,,,,,twangijaną
twi-,twee-,zwie-,tve-,tve-,tví-,𐍄𐍅𐌹-,twi-
twifold,tweevoud,zwiefalt,,,tvífaldur,,twifaldaz
