English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
,,,grjopa,,,,greupaną
grit,griet,grieß,gryt,,grjót,,greutą
gray,grauw,grau,grå,grå,grár,,grēwaz
,,,,,,𐌲𐍂𐌹𐌸𐍃,gridiz
,,,,,grímur,,grīmaz
,,,,,grimma,,grimmaną
grim,grim,grimm,grym,grim,grimmur,𐌲𐍂𐌹𐌼𐌼𐍃,grimmaz
,,,,,grimmd,,grimmiþō
grime,grijm,greemtiek,grimma,grime,gríma,𐌲𐍂𐌴𐌹𐌼𐌰,grīmô
,grijnen,greinen,grina,grine,grína,,grīnaną
grind,grinden,,,,,,grindaną
,grendel,grindel,grind,,grind,,grindiz
,grind,grind,,,,,grindō
,,,grepp,,grip,,gripą
gripe,grijpen,greifen,gripa,gribe,grípa,𐌲𐍂𐌴𐌹𐍀𐌰𐌽,grīpaną
grip,greep,griff,,,gripur,,gripiz
grip,,,,,,,gripjaną
grise,,,,,,,grīsaną
grizzle,grijs,greis,,,,,grīsaz
,,,gry,gry,,,griwjaną
grow,groeien,grojen,gro,gro,gróa,,grōaną
groove,groeve,grube,,,gróf,𐌲𐍂𐍉𐌱𐌰,grōbō
,,,gröda,grøde,gróður,,grōdiz
,,,,,snemmgrær,,grōiz
green,groenen,grünen,,,gróna,,grōnāną
,groenen,grünen,gröna,,græna,,grōnijaną
green,groen,grün,grön,grøn,grænn,,grōniz
grouch,groeten,grüßen,,,græta,,grōtijaną
,,,,,græða,𐌲𐍂𐍉𐌳𐌾𐌰𐌽,grōþijaną
,grof,griebe,grov,grov,,,grubaz
grovel,,grübeln,,,,,grubilōną
,,gründen,grynna,,grynna,,grundijaną
,gronden,,grunda,grunde,grunda,,grundōną
ground,grond,grund,grund,grund,grund,𐌲𐍂𐌿𐌽𐌳𐌿𐍃,grunduz
grunt,,grunzen,,,,,grunnatjaną
grint,,,grymta,grynte,,,grunnitjaną
grub,,groppen,,,,,gruppōną
god,god,gott,gud,gud,guð,𐌲𐌿𐌸,gudą
,,,,,,𐌲𐌿𐌳𐌰𐍆𐌰𐌿𐍂𐌷𐍄𐍃,gudafurhtaz
godiva,,,,,,,gudagebō
god's house,godshuis,abgotthaus,,,goðahús,𐌲𐌿𐌳𐌷𐌿𐍃,gudahūsą
godless,goddeloos,gottlos,gudlös,gudløse,guðlaus,𐌲𐌿𐌳𐌰𐌻𐌰𐌿𐍃,gudalausaz
,,,,,guðvefur,,gudawabją
,,,,gode,goði,𐌲𐌿𐌳𐌾𐌰,gudjô
,,,gul,gul,gulur,,gulaz
,,,golv,gulv,gólf,,gulbą
gold,goud,gold,gull,guld,gull,𐌲𐌿𐌻𐌸,gulþą
gild,vergulden,,,,gylla,,gulþijaną
gilden,gouden,gülden,gyllene,,gullinn,𐌲𐌿𐌻𐌸𐌴𐌹𐌽𐍃,gulþīnaz
,,,,,guma,,gumāną
gome,,,brudgum,brudgom,gumi,𐌲𐌿𐌼𐌰,gumô
gound,,,,,,𐌲𐌿𐌽𐌳,gundaz
gonfanon,gonfanon,,,,gunnfáni,,gunþifanô
,,gunther,gunnar,gunder,gunnar,,gunþiharjaz
,,,,,gunnleifur,,gunþilaibaz
,,,,,gunnólfur,,gunþiwulfaz
,,,,,guður,,gunþiz
gore,,gur,gorr,,gor,,gurą
gird,gorden,gürten,gjorda,gjorde,,,gurdijaną
girdle,gordel,gürtel,,gjordel,gyrðill,,gurdilaz
,gorren,gurren,,,,,gurrōną
goth,,gote,gute,guter,goti,𐌲𐌿𐍄𐌰,gutô
,,haff,hav,hav,haf,,habą
haven,haven,hafen,hamn,havn,höfn,,habanō
heavy,hevig,hebig,,,,,habīgaz
heavel,hevel,hebel,hävel,,hefill,,habilaz
,,,hamn,,höfn,,habīniz
heave,heffen,heben,häva,hæve,hefja,𐌷𐌰𐍆𐌾𐌰𐌽,habjaną
,haver,haber,havre,havre,hafri,,habrô
hawk,havik,habicht,hök,høg,haukur,,habukaz
,,,,,hafna,𐌿𐍆𐌰𐍂𐌷𐌰𐍆𐌽𐌰𐌽,hafnaną
,,,,,hafur,,hafraz
,achtig,haft,,,haftur,𐌷𐌰𐍆𐍄𐍃,haftaz
haft,heft,heft,häfte,hæfte,hefti,,haftiją
,hechten,heften,häfta,hæfte,hefta,𐌷𐌰𐍆𐍄𐌾𐌰𐌽,haftijaną
hag,hagedis,hexe,,,,,hagatusjō
,,,,,hagur,,hagaz
hain,heinen,,hägna,hegne,hegna,,haginjaną
hedge,heg,hecke,,,,,hagjō
,,,hagel,hagl,hagl,,haglą
hail,hagel,hagel,,,,,haglaz
hail,hagelen,hageln,hagla,hagle,hagla,,haglōną
haw,haag,hag,hage,have,hagi,,hagô
,hagen,,,,haga,,hagōną
,,hagestolz,,,höskuldur,,hagustaldaz
hay,,gehege,,,,,haguz
,,,,,háttur,,hahtuz
,,heiter,,,heiður,,haidraz
hade,-heid,-heit,heder,hæder,heiður,𐌷𐌰𐌹𐌳𐌿𐍃,haiduz
,heest,,,,heift,𐌷𐌰𐌹𐍆𐍃𐍄𐍃,haifstiz
,,,,,,𐌷𐌰𐌹𐌷𐍃,haihaz
holy,heilig,heilig,helg,hellig,helgi,𐌷𐌰𐌹𐌻𐌰𐌲𐍃,hailagaz
hallow,heiligen,heiligen,helga,hellige,helga,,hailagōną
holesome,heelzaam,heilsam,,,heilsamur,,hailasamaz
hail,heil,heil,hel,hel,heill,𐌷𐌰𐌹𐌻𐍃,hailaz
heal,helen,heilen,hela,hele,,𐌷𐌰𐌹𐌻𐌾𐌰𐌽,hailijaną
hailse,,,hälsa,helsen,heilsa,,hailisōną
health,,,,,heild,,hailiþō
,,,,,,𐌷𐌰𐌹𐌻𐌽𐌰𐌽,hailnaną
,,,,,heiman,,haimanē
,hendrik,heinrich,,,,,haimarīks
haunt,hanteren,heimsen,hämta,hente,heimta,,haimatjaną
home,heem,heim,hem,hjem,heimur,𐌷𐌰𐌹𐌼𐍃,haimaz
,,,,,heima,,haimijaną
,,,,,,𐌷𐌰𐌹𐌼𐌴𐌹𐍃,haimijaz
hone,heen,,hein,,hein,,hainō
hoar,heerlijk,hehr,,hǫr,hár,,hairaz
hoarse,hees,heiser,hes,hæs,hás,,haisaz
,,,,,hæsi,,haisį̄
hest,,,,,,𐌷𐌰𐌹𐍄𐌹,haisiz
hot,heet,heiß,,,,𐌰𐌽𐌳𐌰𐌷𐌰𐌹𐍄,haitą
hote,heten,heißen,heta,hedde,heita,𐌷𐌰𐌹𐍄𐌰𐌽,haitaną
hot,heet,heiß,het,hed,heitur,𐌷𐌴𐌹𐍄𐍉,haitaz
heat,,heiße,,,,,haitį̄
heat,heten,heizen,,,heita,,haitijaną
,,,,,,𐌷𐌰𐌹𐍄𐌾𐌰,haitijô
heath,heide,heide,hed,hede,heiður,𐌷𐌰𐌹𐌸𐌹,haiþī
hatch,,hecken,,,,,hakjaną
hack,hakken,hacken,,,,,hakkōną
hake,haak,hake,hake,hage,haki,,hakô
hackle,,,,hagel,hökull,𐌷𐌰𐌺𐌿𐌻𐍃,hakulaz
halfdead,halfdood,halbtot,halvdöd,halvdød,hálfdauður,,halbadaudaz
half,half,halb,halv,halv,hálfur,𐌷𐌰𐌻𐌱𐍃,halbaz
helve,,helb,,,,,halbiz
,helft,hälfte,hälft,hælvt,helft,,halbiþō
,,,,,hálfa,,halbǭ
half,,,,,,𐌷𐌰𐌻𐌱𐌰𐌹,halbō
hold,houden,halten,hålla,holde,halda,𐌷𐌰𐌻𐌳𐌰𐌽,haldaną
health,held,held,,,halur,,haliþaz
hell,hel,helle,helvete,helvede,hel,𐌷𐌰𐌻𐌾𐌰,haljō
,,,helvete,helvede,helvíti,,haljōwītiją
hall,hal,halle,hall,hal,höll,,hallō
,,,hall,hald,hallur,𐌷𐌰𐌻𐌻𐌿𐍃,halluz
halm,halm,halm,halm,halm,hálmur,,halmaz
,,,,hale,hali,,halô
halse,hals,hals,hals,hals,háls,𐌷𐌰𐌻𐍃,halsaz
halse,halzen,,halsa,,hálsa,,halsōną
halt,,,halt,halt,haltur,𐌷𐌰𐌻𐍄𐍃,haltaz
,,,,,helta,,haltijaną
,,,,,hallur,𐌷𐌰𐌻𐌸𐍃,halþaz
hell,hellen,,hälla,,hella,,halþijaną
,,,,,halla,,halþōną
,hamel,hammel,,,,,hamalaz
,,,,,hamla,,hamalōną
hammer,hamer,hammer,hammare,hammer,hamar,,hamaraz
,,,,,,𐌷𐌰𐌼𐍆𐍃,hamfaz
hem,,hemmen,hämma,hæmme,hemja,,hamjaną
ham,ham,hamme,hamboge,hambugt,höm,,hammō
hame,haam,hame,hamn,ham,hamur,,hamô
,,,,,hamast,𐌷𐌰𐌼𐍉𐌽,hamōną
hap,,,,,happ,,hampą
hap,,,hampa,happe,,,hampijaną
hemp,hennep,hanf,hampa,hamp,hampur,,hanapiz
hand,henden,,hända,hænde,henda,,handijaną
,,,,,handbani,,handubanô
handy,handig,handig,,,höndugur,𐌷𐌰𐌽𐌳𐌿𐌲𐍃,handugaz
,,,,,,𐌷𐌰𐌽𐌳𐌿𐌲𐌴𐌹,handugį̄
handless,,handlos,,,handlauss,,handulausaz
handle,handelen,handeln,handla,handle,höndla,,handulōną
,,,,,handsax,,handusahsą
handwork,handwerk,handwerk,,,handverk,,handuwerką
handwrought,,,,,,𐌷𐌰𐌽𐌳𐌿𐍅𐌰𐌿𐍂𐌷𐍄𐍃,handuwurhtaz
hand,hand,hand,hand,hånd,hönd,𐌷𐌰𐌽𐌳𐌿𐍃,handuz
hang,hangen,hängen,hänga,hænge,hanga,𐌷𐌰𐌷𐌰𐌽,hangāną
,,hängen,hänga,hænge,hengja,,hangijaną
henchman,hengst,hengst,häst,hest,hestur,,hangistaz
hang,hangen,hängen,hänga,hænge,hanga,𐌷𐌰𐌷𐌰𐌽,hanhaną
huxen,haas,hachse,,,hásin,,hanhasinwō
hough,,,,,há,,hanhaz
,,,häl,hæl,hæll,,hanhilaz
hen,hen,henne,,,,,hanjō
,haan,hahn,hane,hane,hani,𐌷𐌰𐌽𐌰,hanô
hanse,hanze,hanse,,,,𐌷𐌰𐌽𐍃𐌰,hansō
hent,,,,,henta,,hantijaną
,happen,,happa,,,,happōną
,,herbstmonat,,,haustmánuðr,,harbistamēnōþs
harvest,herfst,herbst,höst,høst,haust,,harbistaz
,,härte,,,herði,,hardį̄
,harden,härten,härda,hærde,herða,𐌷𐌰𐍂𐌳𐌾𐌰𐌽,hardijaną
,,,,,,𐌷𐌰𐍂𐌳𐌿𐌷𐌰𐌹𐍂𐍄𐍃,harduhertaz
hard,hard,hart,hård,hård,harður,𐌷𐌰𐍂𐌳𐌿𐍃,harduz
,,,,,herbrandur,,harjabrandaz
,,heerfahrt,,,herferð,,harjafardiz
,,,,,herfólk,,harjafulką
,,heermann,,,hermaður,,harjamann
,,,,,hermóður,,harjamōdaz
harold,,,harald,harald,haraldur,,harjawaldaz
,,heerweg,,,hervegur,,harjawegaz
,heer,heer,här,hær,her,𐌷𐌰𐍂𐌾𐌹𐍃,harjaz
harrow,verheren,heeren,härja,hærge,herja,,harjōną
harm,,,,,,,harmāną
harm,harm,harm,harm,harme,harmur,,harmaz
,,härmen,härma,herme,herma,,harmijaną
ermine,hermelijn,hermelin,,,,,harmô
,,harn,,,,,harnaz
harp,harp,harfe,harpa,harpe,harpa,,harpǭ
,hars,harz,,,,,hartą
harrow,,,harg,harg,hörgur,,harugaz
,,,,harend,hörund,,harundą
hazel,hazel,hasel,hassel,hassel,hasl,,haslaz
hare,haas,hase,hare,hare,héri,,hasô
hasp,hasp,haspe,,,hespa,,haspijǭ
,,,,,höss,,haswaz
hate,haten,hassen,hata,hade,hata,𐌷𐌰𐍄𐌰𐌽,hatāną
heinous,haat,hass,hat,had,hatur,𐌷𐌰𐍄𐌹𐍃,hataz
,,hetzen,,,,𐌷𐌰𐍄𐌾𐌰𐌽,hatjaną
,,,hätta,hætte,hetta,,hattijǭ
hat,,,hatt,hat,höttur,,hattuz
howth,,haupt,huvud,hoved,höfuð,𐌷𐌰𐌿𐌱𐌹𐌸,haubudą
hough,,,hög,høj,haugur,,haugaz
,hooghartig,hochherzig,,,,𐌷𐌰𐌿𐌷𐌷𐌰𐌹𐍂𐍄𐍃,hauhahertaz
,,,,,,𐌷𐌰𐌿𐌷𐌷𐌰𐌹𐍂𐍄𐌴𐌹,hauhahirtį̄
,,höchlich,,,,,hauhalīkaz
high,hoog,hoch,hög,høj,hár,𐌷𐌰𐌿𐌷𐍃,hauhaz
,,höhe,,,,𐌷𐌰𐌿𐌷𐌴𐌹,hauhį̄
high,hogen,höhen,,,,𐌷𐌰𐌿𐌷𐌾𐌰𐌽,hauhijaną
heighth,hoogte,höchte,höjd,højde,hæð,𐌷𐌰𐌿𐌷𐌹𐌸𐌰,hauhiþō
,,,,,haula,,haulaz
hean,honen,höhnen,,,,𐌷𐌰𐌿𐌽𐌾𐌰𐌽,haunijaną
hean,hoon,höhn,,,,𐌷𐌰𐌿𐌽𐍃,hauniz
,hoonte,,,,,𐌷𐌰𐌿𐌽𐌹𐌸𐌰,hauniþō
heap,hoop,haufen,hop,hob,hópur,,haupaz
hear,horen,hören,höra,høre,heyra,𐌷𐌰𐌿𐍃𐌾𐌰𐌽,hauzijaną
,,,,,heyrn,𐌷𐌰𐌿𐍃𐌴𐌹𐌽𐍃,hauzīniz
,,,,,há,,hawāną
hay,hooi,heuet,hö,hø,hey,𐌷𐌰𐍅𐌹,hawją
,,,,,heyja,,hawjaną
hew,houwen,hauen,hugga,hugge,höggva,,hawwaną
,,,hadd,,haddur,,hazdaz
herry,,,,,,𐌷𐌰𐌶𐌾𐌰𐌽,hazjaną
,,haar,hör,hør,hör,,hazwaz
,,hader,,,,,haþuz
,haaf,,håv,hov,háfur,,hēbaz
,,,,,héla,,hehlǭ
hele,helen,hehlen,,,,,helaną
,,hellen,,,,,hellaną
helm,helm,helm,hjälm,hjelm,hjálmur,𐌷𐌹𐌻𐌼𐍃,helmaz
helm,helm,helm,,,,,helmô
help,helpen,helfen,hjälpa,hjælpe,hjálpa,𐌷𐌹𐌻𐍀𐌰𐌽,helpaną
help,,hilfe,hjälp,hjælp,hjálp,,helpō
helpless,,hilflos,hjälplös,hjælpeløs,hjálplaus,,helpōlausaz
hilt,,,,hjalte,hjalt,,heltą
,,,hjälle,hjald,hjallur,,helþaz
here,hier,hier,här,her,hér,𐌷𐌴𐍂,hēr
hair,haar,haar,hår,hår,hár,,hērą
herd,,herde,hjord,hjord,hjörð,𐌷𐌰𐌹𐍂𐌳𐌰,herdō
,,,,,hæra,,hērijǭ
,,,hjässa,isse,hjarsi,,hersô
heart,hart,herz,hjärta,hjerte,hjarta,𐌷𐌰𐌹𐍂𐍄𐍉,hertô
hart,hert,hirsch,hjort,hjort,hjörtur,,herutaz
,,,,,hjör,𐌷𐌰𐌹𐍂𐌿𐍃,heruz
,,,,,hjarn,,herzną
,,,hjärna,hjerne,hjarni,,herznô
har,har,,,,hjarri,,herzô
,,,,,hreður,𐌷𐌰𐌹𐍂𐌸𐍂𐌰,herþrą
,,,,,hjúfra,𐌷𐌹𐌿𐍆𐌰𐌽,heufaną
,,,,,,𐌷𐌹𐌿𐌷𐌼𐌰,heuhmô
haw,,,,,,,hēwijaz
hither,,,,,heðra,𐌷𐌹𐌳𐍂𐌴,hidrê
hie,hijgen,,,hige,,,hīgōną
,,,,,hildur,𐌷𐌹𐌻𐌳𐍃,hildiz
,,,,,himinn,𐌷𐌹𐌼𐌹𐌽𐍃,himinaz
hindmost,hinder,hinter,,,,𐌷𐌹𐌽𐌳𐌰𐍂,hinder
hinder,hinderen,hindern,hindra,hindre,hindra,,hinderōną
hind,hinde,hinde,hind,hind,hind,,hindiz
,hinken,hinken,,,,,hinkaną
,,,hinna,hinde,,𐌷𐌹𐌽𐌸𐌰𐌽,hinþaną
herd,,hirte,herde,hyrde,hirðir,𐌷𐌰𐌹𐍂𐌳𐌴𐌹𐍃,hirdijaz
harns,hersens,hirn,,,,,hirzniją
hit,,,hitta,hitte,hitta,,hittijaną
,,,,,hýrlegur,,hiurijalīkaz
here,,,ohyra,uhyre,hýr,,hiurijaz
,,,,,,𐌷𐌴𐌹𐍅,hīwą
,,,,,hýski,,hīwiskiją
hue,,,hy,,hý,𐌷𐌹𐍅𐌹,hiwją
hewe,,,,,hjá,,hīwô
,,,hjon,,hjón,,hīwōnō
he,hij,he,,,,𐌷𐌹𐍃,hiz
laugh,lachen,lachen,le,le,hlæja,𐌷𐌻𐌰𐌷𐌾𐌰𐌽,hlahjaną
laughter,,gelächter,,latter,hlátur,,hlahtraz
loaf,,laib,lev,lev,hleifur,𐌷𐌻𐌰𐌹𐍆𐍃,hlaibaz
ladder,ladder,leiter,,,,,hlaidrijō
lean,leunen,leinen,läna,læne,,,hlainijaną
,,,,,,𐌷𐌻𐌰𐌹𐍅,hlaiwą
,,,,,hlakka,,hlakkōną
,,,läm,lem,hlemmur,𐌷𐌻𐌰𐌼𐌼𐌰,hlammiz
,,,,,hlamma,,hlammōną
land,,,,,hland,,hlandą
lank,,,,,,,hlankaz
,,,,,hlekkja,,hlankijaną
link,,,länk,lænke,hlekkur,,hlankiz
lank,,,,,,,hlankô
flank,lank,lanke,,,,,hlankō
leap,loop,lauf,,,hlaup,,hlaupą
lope,lopen,laufen,löpa,løbe,hlaupa,,hlaupaną
,,los,,,,𐌷𐌻𐌰𐌿𐍄𐍃,hlautaz
lade,laden,laden,ladda,lade,hlaða,𐌷𐌻𐌰𐌸𐌰𐌽,hlaþaną
,,,,,,𐌷𐌻𐌹𐍆𐌰𐌽,hlefaną
,,,,,,𐌷𐌻𐌹𐍆𐍄𐌿𐍃,hleftuz
,,,,,,𐌷𐌻𐌹𐌿𐌼𐌰,hleumô
,,leumund,,,,,hleumundaz
,,,ljuta,,hljóta,,hleutaną
leer,lier,,lyra,,hlýr,,hleuzą
,,,ljud,lyd,hljóð,𐌷𐌻𐌹𐌿𐌸,hleuþą
,,,,,hljóður,,hleuþrą
lew,flauw,lau,,læ,hlær,,hlēwaz
,,,,,hlífa,𐌷𐌻𐌴𐌹𐌱𐌾𐌰𐌽,hlībijaną
lid,lid,,,,hlið,,hlidą
,,leite,lid,li,hlíð,,hlīdō
lean,leunen,lehnen,,,,,hlināną
,,,lyda,lyde,hlýða,,hliuþijaną
,,,,,hlýja,,hliwjaną
lew,,,ly,ly,hlýr,,hliwjaz
,,,lider,,,𐌷𐌻𐌴𐌹𐌸𐍂𐌰,hlīþrō
low,loeien,,,,hlóa,,hlōaną
,,,,,hlæða,,hlōdijaną
,,,,,hlægja,𐌿𐍆𐌷𐌻𐍉𐌷𐌾𐌰𐌽,hlōgijaną
,loet,,,,,,hlōþþijō
loud,luid,laut,,,,,hlūdaz
list,,,,,hlust,,hlustiz
lot,lot,lott,lott,lod,hlutur,,hlutą
,loten,losen,lotta,,hluta,,hlutōną
,luyter,lauter,,,,𐌷𐌻𐌿𐍄𐍂𐍃,hlūtraz
neigh,neigen,neigen,,,hneigja,𐌷𐌽𐌰𐌹𐍅𐌾𐌰𐌽,hnaigijaną
,,,,,hneisa,,hnaisijaną
neigh,neien,,gnägga,gnægge,hneggja,,hnajjaną
neck,nek,nacken,nacke,nakke,hnakki,,hnakkô
nap,nap,napf,napp,,hnappur,𐌷𐌽𐌰𐍀𐍀𐍃,hnappaz
,,,nappa,,,,hnappōną
nesh,nes,,,,,𐌷𐌽𐌰𐍃𐌵𐌿𐍃,hnaskuz
niggardly,nauw,genau,njugg,,hnöggur,,hnawwaz
,,nieten,,,hnjóða,,hneudaną
,,,nypa,,,𐌷𐌽𐌹𐌿𐍀𐌰𐌽,hneupaną
neeze,niezen,niesen,nysa,nyse,hnjósa,,hneusaną
,nijpen,,,,,,hnīpaną
,,,,,,𐌷𐌽𐌹𐍀𐌽𐌰𐌽,hnipnaną
nip,nippen,nipfen,,,hnippa,,hnippōną
,nijten,nieten,nita,,hníta,,hnītaną
nit,neet,nisse,,,gnit,,hnits
,nijgen,neigen,niga,,hníga,𐌷𐌽𐌴𐌹𐍅𐌰𐌽,hnīwaną
nod,,,,,,,hnudōną
,neuken,nucken,nycka,nykke,hnykkja,,hnukāną
nap,nop,noppe,noppa,noppe,,,hnuppô
nut,noot,nuss,nöt,nød,hnot,,hnuts
nod,,nottelen,,,hnoða,,hnuttōną
,,,,,hæfur,𐌷𐍉𐌱𐍃,hōbiz
,,,,,hæfð,,hōbiþō
,hoeve,hube,,,,,hōbō
hood,hoed,hut,,,,,hōdaz
behoof,behoef,behuf,hov,,hóf,,hōfą
hoof,hoef,huf,hov,hov,hófur,,hōfaz
,,,,,,𐌷𐍉𐌷𐌰,hōhô
hook,hoek,hook,,,hækja,,hōkaz
,,,,,hól,,hōlą
,,,,,hæla,,hōlijaną
,,,,,,𐌷𐍉𐌻𐍉𐌽,hōlōną
,hoen,huhn,,,,,hōną
,,,höna,høne,hæna,,hōnijǭ
hoop,hoep,,,hop,hóp,,hōpą
,,hur,hor,hor,hór,,hōrą
,,,,,hór,𐌷𐍉𐍂𐍃,hōraz
whore,hoer,hure,hora,hore,hóra,,hōrǭ
,,huren,,,hóra,,hōrōną
raven,raaf,rabe,ramn,ravn,hrafn,,hrabnaz
raven,raaf,rabe,ramn,ravn,hrafn,,hrabô
,rad,,rad,,hraður,,hradaz
redd,redden,retten,,,,,hradjaną
rail,,,,,,,hragilą
,,regen,,,,,hragjaną
,,ragen,,,,,hragōną
,reiger,reiher,häger,hejre,hegri,,hraigrô
,,reine,,,,𐌷𐍂𐌰𐌹𐌽𐌴𐌹,hrainį̄
,reinen,,,,,𐌷𐍂𐌰𐌹𐌽𐌾𐌰𐌽,hrainijaną
,,,rensa,rense,hreinsa,,hrainisōną
,rein,rein,ren,ren,hreinn,𐌷𐍂𐌰𐌹𐌽𐍃,hrainiz
,reeuw,,,,hræ,,hraiwą
,remmen,,,,hremma,𐌷𐍂𐌰𐌼𐌾𐌰𐌽,hramjaną
rape,rapen,raffen,rappa,rappe,,𐌷𐍂𐌰𐍀𐍉𐌽,hrapōną
repe,reppen,,repa,,hreppa,,hrappijaną
,,raspen,,,,,hraspōną
rate,,,rata,,hrata,,hratōną
reek,rook,,rök,røg,hraukur,,hraukaz
raw,rauw,roh,rå,rå,hrár,,hrawaz
,,,,,hrönn,,hraznō
midriff,middenrif,riff,,,,,hrefaz
,,,,,hráki,,hrēką
retch,,,,,hrækja,,hrēkijaną
reef,,,,,hrjúfur,,hreubaz
,,,rysa,,hrjósa,,hreusaną
rue,rouwen,reuen,,,hryggja,,hrewwaną
,,reden,,,,,hreþaną
,rijven,,,,hrífa,,hrībaną
ridder,,reiter,,,,,hrīdrǭ
,,,rim,rim,hrím,,hrīmą
rime,rijp,reif,rim,rim,hrím,,hrīmô
,rimpelen,,,,,,hrimpaną
rine,,,,,hrína,,hrīnaną
,,,,,hrinda,,hrindaną
ring,ring,ring,ring,ring,hringur,𐌷𐍂𐌹𐌲𐌲𐍃,hringaz
ring,ringen,,ringa,ringe,hringja,,hringijaną
ring,,rinke,ringa,ringe,hringja,,hringijǭ
ring,ringen,,,,hringa,,hringōną
,,,,,hrökkva,,hrinkwaną
rother,,rind,,,,,hrinþaz
rise,rijs,reis,ris,ris,hrís,,hrīsą
rese,,,,,,,hrisjaną
,risten,,,,hrista,,hristijaną
,rijten,reißen,rita,,ríta,,hrītaną
,,,,,hryggur,,hriwwijaz
,rede,ritte,,,,,hriþiz
,,,,,hríð,,hrīþō
roof,roef,,ro,,hróf,,hrōfą
rook,roek,ruch,råka,råge,hrókur,,hrōkaz
,roem,ruhm,,,,,hrōmiz
roop,roepen,rufen,ropa,råbe,hrópa,,hrōpaną
,roep,ruf,rop,råb,hróp,𐌷𐍂𐍉𐍀𐍃,hrōpaz
,,,,røbe,,𐌷𐍂𐍉𐍀𐌾𐌰𐌽,hrōpijaną
,,,,,hrót,𐌷𐍂𐍉𐍄,hrōtą
,roet,ruß,,,,,hrōtaz
rear,roeren,rühren,röra,røre,hræra,,hrōzijaną
,,rupert,,,hróbjartur,,hrōþiberhtaz
,rogier,rüdiger,,,hróðgeir,,hrōþigaizaz
,,,,,,𐌷𐍂𐍉𐌸𐌴𐌹𐌲𐍃,hrōþīgaz
,,,,,hrærekur,𐌷𐍂𐍉𐌸𐌹𐍂𐌴𐌹𐌺𐍃,hrōþirīks
,roedolf,rudolf,rolf,rolf,hróðólfur,,hrōþiwulfaz
,,,,,hróður,𐌷𐍂𐍉𐌸𐍃,hrōþiz
ridgebone,ruggebeen,rückenbein,ryggben,rygben,hryggjarbein,,hrugjabainą
ridge,rug,rügge,rygg,ryg,hryggur,,hrugjaz
roan,roge,rogen,rom,rogn,hrogn,,hrugnaz
,rok,rock,,,,,hrukkaz
,,,,,hrumur,,hrumaz
,,,,,hrukka,,hrunkǭ
rother,rund,,,,,,hrunþaz
horse,ros,ross,russ,hors,hross,,hrussą
rout,ruiten,,,,hrjóta,,hrūtaną
,,rotzen,,,,,hruttōną
,,,,,hroði,,hruþjô
,huif,haube,huva,hue,húfa,,hūbǭ
hide,huiden,,,,,,hūdijaną
hide,huid,haut,hud,hud,húð,,hūdiz
hovel,hof,hof,hov,,hof,,hufą
,heug,,hug,hu,hugur,𐌷𐌿𐌲𐍃,hugiz
,heugen,,hygga,hygge,hyggja,𐌷𐌿𐌲𐌾𐌰𐌽,hugjaną
ho,heugen,hugen,,,huga,,hugōną
,huiken,,,,,,hūkaną
,,hocken,,,hoka,,hukkōną
hole,hol,,hål,hul,hol,,hulą
holl,hol,hohl,hål,hul,holur,,hulaz
,,,hull,,hold,,huldą
,,,,,hylda,,huldijaną
,huls,hülse,,,,,hulisō
hulster,,,hölster,hylster,hulstur,𐌷𐌿𐌻𐌹𐍃𐍄𐍂,hulistrą
hill,hullen,hüllen,hölja,hylle,hylja,𐌷𐌿𐌻𐌾𐌰𐌽,huljaną
hill,hil,,,,,,hulliz
holm,holm,,holme,holm,hólmur,𐌷𐌿𐌻𐌼𐍃,hulmaz
hole,holen,,,,hola,𐌿𐍃𐌷𐌿𐌻𐍉𐌽,hulōną
,hulp,hülfe,,,,,hulpiz
holt,hout,holz,holt,holt,holt,,hultą
hollow,,,,hyl,hylur,,hulwiją
hold,hou,hold,hull,huld,hollur,𐌷𐌿𐌻𐌸𐍃,hulþaz
,,,hylla,hylde,hylla,,hulþijaną
,houd,holde,,,,,hulþô
bumblebee,hommel,hummel,humla,humle,humla,,humelaz
hum,hommelen,hummen,,,,,hummōną
honey,honig,honig,,,,,hunagą
,honing,,honung,honning,hunang,,hunangą
hune,huin,,,,húnn,,hūnaz
,hond,hunt,,,,𐌷𐌿𐌽𐌳,hundą
hundred,honderd,hundert,hundra,hundred,hundrað,,hundaradą
hound,hond,hund,hund,hund,hundur,𐌷𐌿𐌽𐌳𐍃,hundaz
hunger,hongeren,,,,,𐌷𐌿𐌲𐌲𐍂𐌾𐌰𐌽,hungrijaną
hunger,,hungern,hungra,,hungra,,hungrōną
hungry,hongerig,hungrig,hungrig,,,,hungrugaz
hunger,honger,hunger,hunger,hunger,hungur,𐌷𐌿𐌷𐍂𐌿𐍃,hungruz
housel,,,,,húsl,𐌷𐌿𐌽𐍃𐌻,hunslą
hip,heup,hüfte,,,huppur,𐌷𐌿𐍀𐍃,hupiz
hip,huppen,hüpfen,,,,,huppijaną
hobby,hoppen,hopsen,hoppa,hoppe,hoppa,,huppōną
,horde,hürde,,,hurð,𐌷𐌰𐌿𐍂𐌳𐍃,hurdiz
,hore,hor,,,hor,,hurhwą
horn,hoorn,horn,horn,horn,horn,𐌷𐌰𐌿𐍂𐌽,hurną
,,,,,,𐌷𐌰𐌿𐍂𐌽𐌾𐌰𐌽,hurnijaną
