English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
kɒst,kɵst,kʊst,kɔst,kʔost,kɔsdʏr,kustus,kustuz
kɒtɪdʒ,kɔt,,,,,,kutã
kʌt,,,,,kʏhda,,kutjanã
,,kɔtsə,,,,,kuttɔːː
,,,kuːr,kɒ,cjœːr,,kuzã
kəʊv,koːf,koːbən,kuːva,kɒwə,kɔːʋɪ,,kuβɔːː
kɒð,,,,,,,kuθɔː
,kʋɛdən,,,,gʋɛðja,,kʷaðjanã
,,,,,gʋeɪːna,kʷɛːnoːn,kʷainɔːnã
kwak,kʋaːkən,kvaɾkən,kvɑːka,kʋɑkə,gʋaːga,,kʷakɔːnã
kwɛl,kʋɛlən,kvɛːlən,kvɛlja,kʋɛlə,gʋɛlja,,kʷaljanã
,,,kvɑːl,kʋal,gʋœːl,kʷal,kʷalɔː
kwɛntʃ,,,,,,,kʷankijanã
,kʋɑst,kvɛstə,kvast,kʋast,,,kʷastuz
,,,kvɛːva,,gʋɛfja,,kʷaβjanã
,,,,,gʋaɪːðʏr,kʷeːθs,kʷeːðiz
,kʋaːl,kvɑːl,,,,,kʷeːlɔː
,bəkʋaːm,bəkveːm,,,gʋaɪːmʏr,,kʷeːmiz
kwiːn,,,,,gʋaʊːn,kʷeːns,kʷeːniz
,,,,,caɪːʋa,,kʷeːβijanã
,,,kvɛːdə,,gʋaɪːðɪ,,kʷeːθijã
kʌd,,kɪt,,,,,kʷeðuz
kweɪl,kʋeːlən,kvɛːlən,,,,,kʷelanã
,kvɛlən,kvɛlən,,,,,kʷellanã
kʌm,koːmən,kɔmən,kɔma,kʔʌmə,kɔːma,kʷiman,kʷemanã
kwiən,kʋeːn,kɔneː,koːna,konə,kɔːna,kʷinoː,kʷenɔ̃ː
,,kvarən,,,,,kʷeranã
,,,,,gʋɛrrg,,kʷerkɔː
kwɜːn,kʋɪːrn,,kvɑːrn,kʋεɐ̯n,gʋɛrdn,,kʷernɔː
,kʋɪːrn,,,,,kʷɛːrnus,kʷernuz
kwɔːt,,kɪrə,kvɑːr,kʋεɐ̯,cɪrɾr,kʷɛːrrus,kʷerruz
,,køːdɜ,,,,,kʷerθrã
,,,,,gʋɛhd,,kʷetwã
kwɛð,,,kvɛːda,kʋɛðə,gʋɛːða,kʷiθan,kʷeθanã
kaɪt,,,kveːd,,gʋɪːðʏr,kʷiθus,kʷeθuz
,kʋɛɪnən,kviːnən,,,,,kʷiːnanã
,,,,,gʋɪːðʏr,,kʷiðiz
kwɪkən,,,kvɪkna,kʋʔiknə,gʋɪghna,,kʷikŋanã
,kʋɪk,,,,,,kʷikʷã
,,,,,gʋɪːgʋɛndɪ,,kʷikʷandijã
kwɪk,kʋɪk,kɛk,kvɪk,kʋʔik,gʋɪːgʏr,kʷius,kʷikʷaz
,,kɪlt,,,,,kʷildiz
,kʋɪŋkən,,,,,,kʷinkanã
kwɜːkən,,,,,cɪrrca,,kʷirkijanã
bɪkwɛst,,,,,,kʷiss,kʷissiz
,kʋɪstən,,,kʔuʔista,,kʷistjan,kʷistijanã
,,,,,,kʷists,kʷistiz
lɔː,lɔx,,lɑːg,lɔw,lœːx,,laɣã
,,,,,lœgn,laɣiːns,laɣiːniz
leɪ,lɛɣən,leːgən,lɛga,lεgə,lɛgja,laɣjan,laɣjanã
lɛg,,,lɛg,lεg,lɛgʏr,,laɣjaz
,,,lɑːga,laʋə,laːɣa,,laɣɔːnã
leɪ,,,lɑːg,,lœːɣʏr,laɣus,laɣuz
liːd,lɛɪdən,laɪtən,leːda,lʔeðə,leɪːða,,laiðijanã
ləʊd,lɛɪ,laɪtə,leːd,lʔeð,leɪːð,,laiðɔː
,,,lɛja,lɑjə,leɪjja,,laiɣijanã
,,,leːga,lɑjə,leɪːɣa,,laiɣɔ̃ː
leɪk,,laɪçən,leːka,laɪə,leɪːga,lɛːkan,laikanã
leɪ,,laɪç,leːk,laɪ,leɪːgʏr,lɛːks,laikaz
ləʊm,leːm,leːm,,,,,laimaz
,,laɪzə,,,,,laisɔː
last,leːst,laɪstən,lɛːst,lεst,,lɛːsts,laistaz
last,leːstən,laɪstən,,,,lɛːstjan,laistijanã
lɑːk,leʊɪːrɪk,lɛɾçə,lɛrka,lεɐ̯kə,laɪːʋɪrrɟɪ,,laiwarikɔ̃ː
ləʊn,leːn,leːən,loːn,lɒn,laʊːn,,laixnã
lɛn,leːnən,leːnən,lɛːna,,ljɛːna,,laixnijanã
,leːnən,leːnən,loːna,lɒnə,laʊːna,,laixnɔːnã
,,,,,,lɛːsiːns,laiziːniz
liə,lɪːrən,leːrən,lɛːra,lɛʔʌ,laɪːɾra,lɛːsjan,laizijanã
lɔː,lɪːr,leːrə,,,,lɛːsoː,laizɔː
liːv,,,leːva,,leɪːʋa,lɛːβjan,laiβijanã
leɪv,,,,,leɪːf,lɛːβa,laiβɔː
ləʊð,,,,lʔeðəs,leɪːða,,laiθaːnã
ləʊθ,leːt,laɪt,leːd,lʔeð,leɪːðʏr,,laiθaz
,,laɪdən,,,leɪːða,,laiθijanã
leɪk,laːkən,laxən,lɑːkan,laj-ən,laːg,,lakanã
liːtʃ,lɛkən,lɛkən,,,,,lakjanã
leɪk,laːk,laxə,,,,,lakɔː
leɪm,lɑm,lɑːm,lɑːm,lɑm,laːmɪ,,lamaz
lam,lɑm,lam,lam,lɑm,lamb,lamb,lambaz
,lɛmən,lɛːmən,lɛma,lεmə,lɛmja,,lamjanã
,,,loːs,lɒs,laʊːs,,lamsaz
land,lɑnt,lant,land,lan,land,land,landã
,,,,,landgøʏb,,landakaupaz
,,landəszɪtə,,,landsɪðʏr,,landasiðuz
landskeɪp,lɑndsxɑp,landʃaft,landskɑːp,,landsgabʏr,,landaskapiz
,,,,,landsgʏld,,landaskuldiz
,,,,,landbuɪ,,landaβuːwɔːː
lɛnd,lɛndə,lɛndə,lɛnd,lεn,lɛnd,,landĩː
,bəlɛndən,lɛndən,lɛnda,lεnə,lɛnda,,landijanã
,,,,,landɪ,,landɔːː
lɒŋ,lɑŋ,laŋ,lɔŋ,lɑŋ,laʊŋgʏr,laŋgs,laŋgaz
,,lɛŋə,,,,laŋgiː,laŋgĩː
lɪndʒ,lɛŋən,lɛŋən,lɛŋa,,leɪŋɟa,,laŋgijanã
lɛŋθ,lɛŋtə,lɛŋdə,lɛŋd,lεŋdə,leɪŋgd,,laŋgiθɔː
lɒŋ,lɑŋən,gəlaŋən,lɔŋa,lεŋəs,laʊŋga,,laŋgɔːnã
leɪn,laːn,lɑːnə,loːn,,lœːn,,lanɔː
,leːpəl,lœfəl,,,,,lapilaz
,,,,,lɛːbja,,lapjanã
lap,lɑbən,,lɑːpa,,,,lappɔːnã
,,,,,,lasiws,lasiwaz
lʌsk,,,,,,,laskaz
,lɛsən,lœʃən,,,,,laskijanã
lʌsk,lɑs,,,,lœsgʏr,,laskʷaz
,,,,,laːda,,lataːnã
leɪt,laːt,las,lat,lað,laːdʏr,lats,lataz
lɛt,lɛtən,fɛɾlɛtsən,,,lɛːdja,latjan,latjanã
laθ,lɑt,latə,,,,,lattɔː
,,,,,,lɔːθs,lauðaz
,laːj,,,,leɪːɣʏr,,lauɣiz
,,,lœn,lʔœn,,,lauɣŋaz
leɪn,loːxənən,lɔøgnən,,,leɪːna,lɔːɣnjan,lauɣŋijanã
laɪ,loːx,laʊgə,løːg,lʔœw,løʏːx,,lauɣɔː
liːk,loːk,laʊx,løːk,lʔʌj,løʏːgʏr,,laukaz
,loːn,loːn,løːn,lʔœn,løʏːn,lɔːn,launã
liːp,loːp,,løːp,lʔœb,løʏːbʏr,,laupaz
luːs,loːs,loːs,løːs,lʔœs,løʏːs,lɔːs,lausaz
,,,løːsən,lʔœsən,løʏsn,lɔːsiːns,lausiːniz
liːs,loːzən,løːzən,løːsa,lʔœsə,leɪːsa,lɔːsjan,lausijanã
liːsɪŋ,,løːzʊŋ,,,løʏːsuŋg,,lausuŋgɔː
liː,loː,loː,,,loʊː,,lauxaz
liːf,loːf,laʊp,løːv,lʔœw,løʏːf,lɔːɸs,lauβã
liːv,loːvən,laʊbən,,,leɪːʋa,,lauβijanã
liːv,loːvə,laʊbə,,,,,lauβɔː
laðə,,,lœdər,,løʏːðʏr,,lauθrã
laðə,,,lœdra,,leɪðəra,,lauθrijanã
,,,lag,lɔgə,lœg,,lawwɔː
,,,,,laʊː,,laxanã
,,,,,laʊː,,laxɔː
laks,lɑs,laxs,laks,lɑks,laks,,laxsaz
,,,,,laʊːdʏr,,laxtrã
,,,loːr,lɒ,laɪːr,,laxʷaz
,,,,,lœːð,laθa,laθɔː
laθ,,lɑːdən,,,,,laθɔːː
leɪð,laːdən,lɑːdən,,,laːða,laθoːn,laθɔːnã
,,,,,lœːðʏn,laθoːns,laθɔːniz
ləʊ,laːx,lɛːk,loːg,laʋ,laʊːɣʏr,,leːɣaz
,,,,,laɪːɣʏr,,leːɣiz
,laːxtə,,lɛgd,lɑjd,laɪɣð,,leːɣiθɔː
liːtʃ,,,lɛːkarə,lɛjə,laɪghnɪr,leːkiːs,leːkijaz
,,,,,laɪghn,,leːkinɔː
,,,lɛːka,,laɪghna,leːkinoːn,leːkinɔːnã
,,,,,,leːks,leːkiz
liːs,laːtən,lasən,loːta,laðə,laʊːda,leːtan,leːtanã
,laːt,liːtə,,,,leːts,leːtaz
,,,,,,leːw,leːwã
luːd,,,,,,leːwjan,leːwijanã
liə,laːr,leːɾ,,,,,leːziz
leɪð,,,,,laʊːð,,leːθã
leə,leːɣər,lɑːgɜ,lɛːgər,lɑjʔʌ,,liɣrs,leɣrã
liːk,lɛkən,lɛçən,lɛːka,,lɛːga,,lekanã
,,,lɛp,lɛbə,,,lepɔːː
liːs,leːzən,leːzən,lɛːsa,lɛsə,lɛːsa,lisan,lesanã
,lɛsən,lœʃən,,,,,leskanã
,,,lʉdən,lʔʌðən,lɔːðɪn,liuðan,leuðanã
,,,,,,liuɣan,leuɣaːnã
laɪ,liɣən,lyːgən,jʉga,lyʋə,ljuːɣa,liuɣan,leuɣanã
,,,,,,liuɣa,leuɣɔː
laʊk,,liːçən,,,,,leukanã
liːs,,,,,,liusan,leusanã
lɛsk,lis,,jʉmsxə,lʔyskə,ljoʊsɟɪ,,leuskɔːː
,,,,,ljoʊsda,,leustanã
,,,,,ljoʊːdʏr,liuts,leutaz
liːm,,,,,ljoʊːmɪ,,leuxmɔːː
,,,jʉs,lʔys,ljoʊːs,,leuxsã
,,,jʉs,lʔys,ljoʊːs,,leuxsaz
laɪt,lɪxt,lɪçt,,,,,leuxtã
laɪt,lɪxt,lɪçt,,,ljoʊːdʏr,,leuxtaz
liːfli,liflək,liːplɪç,jʉvlɪg,,ljublɛːɣʏr,liuβaliːks,leuβaliːkaz
liːf,lif,liːp,jʉv,,ljuːʋʏr,liuɸs,leuβaz
,,liːbə,,,,,leuβɔː
liːd,lit,liːt,,,ljoʊːð,liuθ,leuθã
,,,,,ljoʊːða,liuθoːn,leuθɔːnã
,,,,,ljoʊːðan,,leuθɔːniz
,,,liːə,lʔe,ljaʊːr,,lewɔːː
lɛðə,lɪːr,leːdɜ,lɛːdər,lεðʔʌ,lɛːðʏr,,leθrã
liːtʃ,lɛɪk,laɪçə,liːk,lʔi,liːg,liːk,liːkã
laɪk,lɛɪkən,laɪçən,liːka,liə,liːga,liːkan,liːkaːnã
lɪkam,lɪxaːm,laɪçnɑːm,leːkamən,lɛjəmə,liːgamɪ,,liːkaxamɔːː
,,,,,liːca,,liːkijanã
,,,,,lighna,,liːkinɔːnã
laɪm,lɛɪm,laɪm,liːm,lʔim,liːm,,liːmaz
laɪm,lɛɪmən,laɪmən,lɪma,limə,liːma,,liːmijanã
laɪn,lɛɪn,laɪn,liːn,,liːn,liːn,liːnã
laɪn,lɛɪn,laɪnə,liːna,linə,liːna,,liːnɔ̃ː
,,,,,,liːs,liːsaz
lɪst,lɛɪst,laɪstə,lɪsta,lʔesdə,lɪsda,,liːstɔ̃ː
,,,lɪla,lʔilə,liːdɪtl,liːtils,liːtilaz
,,laɪən,,,ljaʊː,liːhʷaːn,liːxʷanã
laɪf,lɛɪf,laɪp,liːv,lʔiw,liːf,,liːβã
,lɛɪdən,laɪdən,liːda,liðə,liːða,liːθan,liːθanã
,,,,,liːð,liːθu,liːθu
laɪ,lɪɣən,liːgən,lɪga,lʔegə,lɪgja,liɣan,liɣjanã
lɛtʃ,lɪkən,lɛkən,,,,,likkɔːnã
,lɛkər,lɛkɜ,,,,,likkraz
lɪmp,,,,,,,limpanã
lɪm,leːm,,leːm,lεm,lɪːmʏr,,limuz
lɪndən,,lɪndən,,,,,lindiːnaz
lɪnd,lɪndə,lɪndə,lɪnd,lʔen,lɪnd,,lindɔː
lɪŋ,,,jʉŋ,lʔyŋ,liŋg,,liŋgʷã
,ɣəlɪŋən,gəlɪŋən,,,,,liŋgʷanã
lɪn,,,lɪna,lʔenə,lɪnna,linnan,linnanã
,leːnəx,,,,lɪːnʏr,,linwaz
laɪt,lɪxt,laɪçt,lɛt,lεt,ljɛhdʏr,liːhts,linxtaz
laɪt,lɪxtən,,,lεtə,ljɛhda,,linxtijanã
,lɪndəʋɔrm,lɪndvm,,lʔenoɐ̯m,lɪnnɔrmʏr,,linθawurmiz
laɪð,lɪnt,lɪnt,lɪnduːrm,lʔenoɐ̯m,lɪnnʏr,linθs,linθaz
,,,lɛmna,lʔewnə,lɪbhna,liɸnan,liɸnanã
lɪst,lɪst,lɪst,lɪst,lʔest,lɪsd,lists,listiz
lɪθ,lidən,lɔøtə,,,ljoʊːðʏr,liuθs,liuðiz
,,,,,liːdɪ,liutiː,liutĩː
,,,lyːsa,lysə,liːsa,,liuxsijanã
laɪt,lɵxtən,lɔøçtən,,,,liuhtjan,liuxtijanã
,,,,,,lisan,lizanã
laɪv,leːvən,leːbən,leːva,leʋə,lɪːʋa,liβan,liβjanã
lɪvə,leːvər,leːbɜ,lɛvər,leʋʔʌ,lɪːʋʏr,,liβrɔː
lɪθi,leːdəx,leːdɪç,leːdɪg,,lɪːðʏɣʏr,,liθuɣaz
lɪθ,lɪt,gliːt,leːd,lʔeð,lɪːðʏr,liθus,liθuz
,,luːk,,,loʊːx,,lɔːɣã
,leːk,,,,laɪːgʏr,,lɔːkiz
,,,,,loʊːmʏr,,lɔːmaz
luːf,,,loːvə,loʋə,loʊːʋɪ,loːɸa,lɔːɸɔːː
lɒk,lœykən,laʊxən,lɵkːa,,luːga,lukan,luːkanã
laʊs,lœys,laʊs,lʉs,lʔus,luːs,,luːs
laʊt,,,lʉta,luðə,luːda,,luːtanã
lɪtəl,lɵtəl,lytsəl,,,,,luːtilaz
,lœyər,laʊdɜ,,,,luθara,luːθarɔː
laɪ,,luːk,,,,,luɣiz
ləʊ,,,loːgə,luː,lɔɪjɪ,,luɣɔːː
lɒkɪt,lɔk,lɔx,lɔk,lɒu,lɔːg,luk,lukã
,,,lykːəl,lʔʌjəl,lɪːɟɪtl,,lukilaz
lɒk,lɔk,lɔkə,lɔk,lʔʌk,lɔhgʏr,,lukkaz
,lɔkən,lɔkən,,lʔʌkə,lɔhga,,lukkɔːnã
,,,,,,luns,lunaz
,,,,,lɪndɪ,,lundijã
,,,,,lʏnd,,lundɔː
lʌŋ,,,,,,,luŋganjɔː
,lɔŋ,lʊŋə,lɵŋa,lɒŋə,luŋga,,luŋgɔːː
lɪft,lɵxtən,lyftən,lyfta,lʔœfdə,lɪfda,,luɸtijanã
lɒft,lɵxt,lʊft,lɔft,lɒft,lɔfd,luɸtus,luɸtuz
luːz,,,lɔsna,lʔœsnə,lɔsna,,lusã
,lɔsən,,,,lɔːsa,,lusɔːnã
lɪst,ɣəlɵstən,gəlystə,lysta,lʔysdə,lɪsda,,lustijanã
lʌst,lɵstən,gəlʊstən,lɵsta,,,lustoːn,lustɔːnã
lʌstsʌm,,lʊstzɑːm,,,,lustusama,lustusamaz
lʌst,lɵst,lʊst,lɵst,lʔyst,lɔsdɪ,lustus,lustuz
ləʊt,,,,,,lutoːn,lutɔːnã
,,,,,,lɔːhaːtjan,luxatjanã
lɒs,lɔs,lʊxs,luː,lʔos,,,luxsaz
,təløːr,,,,,,luziz
ləʊf,lɔf,loːp,loːv,lɔw,lɔːf,,luβã
,,,,,,luβan,luβaːnã
,,,,,lɔfɟardn,,luβaɣernaz
lɪb,,lʊpə,lʉf,,lɪːf,luβi,luβjã
,,,,,lɪfja,,luβjanã
lʌv,,,,,,luβoː,luβɔː
ləʊf,loːvən,loːbən,loːva,loʋə,lɔːʋa,,luβɔːnã
,,loːdə,,,lɔːðɪ,,luθɔːː
madə,,,madra,,maðəra,,maðarɔ̃ː
meɪ,moːɣən,møːgən,moː,mɒ,maʊː,maɣan,maɣanã
,,,,,magna,,maɣanɔːnã
meɪd,maːxt,makt,,,,maɣaθs,maɣaθs
meɪn,,,mɛːjən,,meɪːjɪn,,maɣinã
,,,,,mɛgna,,maɣinɔːnã
mɔː,maːx,mɑːgən,mɑːgə,maʋə,maːjɪ,,maɣɔːː
,maːɣər,mɑːgɜ,mɑːgər,majʌ,maːɣʏr,,maɣraz
,,,,,mɛɣərɪ,,maɣrĩː
,,,,,mɛɣəra,,maɣrijanã
,,,,,mœːɣʏr,maɣus,maɣuz
,,gəmaɪt,meːd,meðə,meɪːðʏr,mɛːθs,maiðaz
,,,,,meɪːða,mɛːðjan,maiðijanã
məʊl,,maɪl,,,,mɛːl,mailã
mamə,,,,,,,maimrɔːnã
mansweə,mɛɪneːt,maɪnaɪt,mɛn,mεn,meɪːn,,mainã
,mɛɪneːt,maɪnaɪt,meːnəd,mʔenʔeð,meɪːneɪðʏr,,mainaiθaz
,,,,,meɪnsʋaɾrɪ,,mainaswarɔːː
,,maɪn,,,meɪdn,,mainaz
miːn,meːnən,fɛɾmaɪnən,meːna,menə,meɪːna,,mainijanã
miːn,,,,,,,mainiz
məʊn,,,,,,,mainɔː
miə,mɪːrpaːl,,landamɛːrə,,landamaɪɾrɪ,,mairijã
maʃ,,mɑːɪʃ,,,,,maiskã
maʃ,,mɑːɪʃ,,,,,maiskaz
miːs,meːs,maɪzə,,,,,maisɔː
tɪtmaʊs,meːs,maɪzə,,,,,maisɔ̃ː
məʊst,meːst,maɪst,mɛst,mʔest,mɛsd,mɛːst,maist
,,,mɛta,,meɪːda,mɛːtan,maitanã
,,,mɛta,,meɪːda,,maitijanã
,,maɪsəl,,,meɪːdɪtl,,maitilaz
mjuː,mɔk,meːf,moːs,mɒwə,maʊːr,,maiwaz
mɔː,mɪːr,meːɾ,meːr,mʔʌ,meɪːr,mɛːs,maiz
,,,,,,mɛːθms,maiθmaz
makli,mɑkələk,mak,,,maglɛːɣʏr,,makaz
meɪk,,makɜ,mɑːkə,majə,maːɟɪ,,makɔːː
,maːlən,mɑːlən,mɑːla,malə,maːla,malan,malanã
malm,,malm,malm,malm,maʊlmʏr,malma,malmaz
maskə,mɑls,,,,,malsks,malskaz
mɒlt,mʌʊt,malts,malt,malt,mald,,maltã
,,mɛltsən,,,mɛlda,maltjan,maltijanã
,maːl,,,,,,malxɔː
manɪfəʊld,meːnɪɣvʌʊt,manɪçfaltɪç,mɔŋfald,mɑŋəfʔʌl,margfaldʏr,manaɣɸalθs,manaɣaɸalθaz
mɛni,meːnəx,manɪç,marj,mɑŋən,margʏr,manaɣs,manaɣaz
mɛni,,mɛŋə,mɛŋə,mεŋə,meɪɲɟɪ,manaɣiː,manaɣĩː
,meːnɪxtə,,mɛŋd,mεŋdə,,,manaɣiθɔː
maŋkɪn,,,,mankʔœn,manɟɪn,,manakunjã
manləs,mɑnloːs,manloːs,,,manløʏss,,manalausaz
,,,,,manligan,manliːka,manaliːkɔːː
,,,,,mannaɪlɪ,manɔːli,manaulijã
,,,,,mɛːn,,manjã
,,,maŋkə,mɑnkə,mahɟɪ,,mankɔːː
man,mɑn,man,man,man,maːðʏr,manna,mann-
mɛnsk,mɛns,mɛnʃ,mɛnska,mεnεskə,mɛnsgʏr,mannisks,manniskaz
man,,bəmanən,beːmana,,manna,,mannɔːnã
meɪn,maːn,mɛːnə,man,man,mœːn,,manɔː
,maːnən,mɑːnən,,,,,manɔːnã
miə,mɪːr,meːɾ,mar,mɑ,maːr,mariː,mari
wʊdmɑːk,,mɛɾk,,,,,marikiz
mɛɹɪswaɪn,mɪːrzʋɛɪn,meːɾʃvaɪn,maʂviːn,mɑsʋʔin,marrsʋin,,mariswiːnã
,,,,,mɛrja,,marjanã
mɑːk,mɛrk,maɾk,mark,mɑɑk,marrg,,markã
,,,,,marrgland,,markalandã
,mɛrkən,mɛɾkən,,,mɛrrca,,markijanã
mɑːk,mɑrk,maɾk,mark,mɑɑk,mœrrg,marka,markɔː
mɑːtʃ,,,,,marrga,,markɔːnã
meə,maːrə,mɑːɾ,mɑːra,mɑɑ,maːɾra,,marɔ̃ː
mɛləʊ,mɵrw,myɾbə,møːr,mʔœɐ̯,meɪːr,,marwaz
meə,,mɛːrə,,,maːr,marhs,marxaz
meə,mɛɾri,mɛːrə,mɛr,mεɐ̯,mɛːɾrɪ,,marxijɔː
,,,,,mœːr,,marxʷaz
mɑː,,mɛrən,,,mɛrja,marzjan,marzijanã
,mɑrtər,maɾdɜ,,,,,marθraz
,,,moːrd,mɒ,mœrðʏr,,marθuz
mɛʃ,maːs,maʃə,maska,maskə,mœsgʋɪ,,maskʷɔ̃ː
,maːs,mɑːs,,,,,masɔː
ɐmeɪz,,,mɑːsa,masə,maːsa,,masɔːnã
mast,mɑst,mast,mast,mast,masdʏr,,mastaz
meɪzə,maːzər,mɑːzɜ,mɑːsʉr,masʔuɐ̯,mœːsʏrɾr,,masuraz
miːt,mɛt,,mɑːt,mað,maːdʏr,mats,matiz
,,,,,,matiβalgs,matiβalgiz
,,mɛt,,,,,matjã
,,,,,mɛːdja,matjan,matjanã
,,,mɑːta,maðə,maːda,,matɔːnã
,,,,,møʏːr,,mauraz
,,,møː,mʔœ,maɪːr,mawi,mawiː
,,,,,meɪːla,mawiloː,mawilɔ̃ː
maɪti,mɑxtəx,mɛçtɪç,mɛktɪg,mεgtʔi,maʊhdʏɣʏr,mahtiːɣs,maxtiːɣaz
,,,,,,mahtjan,maxtijanã
maɪtləs,mɑxtəloːs,maxtloːs,maktløːs,,maʊhdløʏs,,maxtilausaz
mɐtɪldə,,matɪldə,,,mahdhɪldʏr,,maxtixildiz
maɪt,mɑxt,maxt,,,maʊhdʏr,mahts,maxtiz
maɹəʊ,mɛrx,maɾk,mɛrj,mɑʋ,mɛrgʏr,,mazgã
madək,,,matk,maðikə,maθgʏr,,maθikɔːː
meɪl,,mɑːl,moːl,mɒl,maʊːl,maθl,maθlã
mɛl,,fɛɾmɛːlən,mɛːla,mɛlə,maɪːla,maθljan,maθlijanã
mad,maːdə,mɑːdə,,,,maθa,maθɔːː
məʊ,maːjən,mɛːən,,,,,meːanã
miːd,maːdə,meːdə,,,,,meːðwɔː
meɪ,maːx,mɑːgə,moːg,mɒu,maʊːɣʏr,meːɣs,meːɣaz
miːk,,,,,maɪːɟɪr,meːkiːs,meːkijaz
miːl,maːl,mɑːl,moːl,mɒl,maʊːl,meːl,meːlã
,maːlən,mɑːlən,moːla,malə,maʊːla,,meːlaːnã
,,,,,maɪːla,meːljan,meːlijanã
,maːlən,mɑːlən,moːla,malə,maʊːla,,meːlɔːnã
muːn,maːn,mɔnt,moːnə,mɒnə,maʊːnɪ,meːna,meːnɔːː
mʌnθ,maːnt,moːnɑːt,moːnad,mɒnəð,maʊːnʏðʏr,meːnoːθs,meːnɔːθs
,,,,,,meːrs,meːraz
,vərmaːrən,,,,maɪːɾra,meːrjan,meːrijanã
miə,,,,,maɪːr,meːriːs,meːrijaz
,,,,,maɪrð,meːriθa,meːriθɔː
,,,,,maɪːdʏr,,meːtiz
,maːt,mɑːs,,,,,meːtɔː
maθ,,mɑːt,,,,,meːθã
miːd,maːdə,,,,,,meːθwɔː
,,,,,mjœðm,miðuma,meðumɔː
,,,,,,miðumoːn,meðumɔːnã
miːdwɔːt,,,mjøːdœt,mjʔœðʔuɐ̯t,mjaːðʏrrd,,meðuwurtiz
miːd,meːdə,meːt,mjøːd,mjʔœð,mjœːðʏr,,meðuz
,,mɪç,mɛj,mɑj,mɪːx,mik,mek
maɪldz,mɛldə,mɛldə,moːla,mεlə,,,meldɔ̃ː
mɪlk,mɛlkən,mɛlkən,,,,,melkanã
,,mɛlk,,,mjoʊlgʏr,,melkaz
mɛlt,,,mɵltən,,mɛlda,,meltanã
mɪlt,mɪlt,mɪlt,mjɛːltə,,,,meltɔ̃ː
mɪlk,,,mjœlka,malkə,mjoʊlga,,melukɔːnã
mɪlk,mɛlk,mɪlç,mjœlk,mεlk,mjoʊlg,miluks,meluks
miːl,meːl,meːl,mjøːl,mʔel,mjœːl,,melwã
,,,,,,milhma,melxmɔːː
mɜːk,,,mœrk,mʔœɐ̯k,mɪrrgʏr,,merkuz
miːt,meːtən,mɛsən,mɛːta,,mɛːda,,metanã
,,,,,,mitaθs,metaθs
,,mɛsən,,,,mitoːn,metɔːnã
,,,miːga,miə,miːɣa,,miːɣanã
mɪmə,mɛɪmərən,miːmərərən,,,,,miːmrɔːnã
maɪ,mɛɪn,maɪn,mɪn,min,mɪn,miːns,miːnaz
,mɛɪdən,maɪdən,,,,,miːθanã
mɪd,mɛt,mɪt,meːd,mεð,mɛːð,miθ,miði
mɪd,,mɪtə,,,,,miðjã
mɪddeɪ,mɪdɑx,mɪtɑːk,mɪdag,mʔeda,mɪðdeɪjɪ,,miðjaðaɣaz
mɪdəl ɜːθ,,,mɪdgoːrd,mʔiðgɒɒ,mɪðgarðʏr,,miðjaɣardaz
mɪdnaɪt,mɪdərnɑxt,mɪtɜnaxt,mɪdnat,mʔiðnat,mɪðnaɪhdɪ,,miðjanaxts
mɪdsʌmə,mɪdzoːmər,mɪtzɔmɜ,mɪdsɔmar,mʔiðsʔʌmʔʌ,mɪðsʏmar,,miðjasumaraz
mɪd,mɪt,mɪtə,miːd,,mɪːðʏr,miðjis,miðjaz
,,,mɪdja,mʔiðjə,mɪðja,,miðjɔ̃ː
mɪdəl,mɪdəl,mɪtəl,meːdəl,mʔiðəl,mɛːðal,,miðlã
mʌtʃ,meːkɛl,mɪçəl,mykət,mɑɑəð,mɪːɟɪð,mikils,mikilaz
,,,,,,mikiliː,mikilĩː
,,,,,,mikiljan,mikiljanã
,,,,,mɪgla,,mikilɔːnã
maɪld,mɪlt,mɪldə,mɪld,mʔil,mɪldʏr,,mildijaz
,,,,,,mildiθa,mildiθɔː
,,,,,,miliθ,mili
,mɪlt,mɪlts,,mʔilt,mɪlda,,miltijã
,,,,,,mimz,mimzã
,,,,,mɪnjar,minds,mindiz
,,mɪnə,,,,,minjɔː
mɪns,,,mɪnska,mʔenskə,mɪnga,,minnisɔːnã
,mɪnst,,mɪnst,mʔenst,mɪnsdʏr,minnists,minnistaz
mɪn,mɪn,,,,,mins,minniz
,mɪndər,mɪndɜ,mɪndrə,mʔendʁʔʌ,mɪnnɪ,minniza,minnizɔːː
mɪn,,,mɪnə,mʔenə,mɪnnɪ,minθi,minθijã
,,,mɪna,mʔenə,mɪnna,,minθijanã
mɜːk,,,,,mɪrrca,,mirkʷijanã
mɪks,,mɪʃən,,,,,miskijanã
mɪs,,,,,mɪssɪr,,miss
mɪs,mɪs,mɪs,mɪs,mʔis,mɪːs,missa-,missa-
mɪsdiːd,mɪsdaːt,mɪseːtɑːt,mɪsdoːd,mʔisdɒð,,missaðeːθs,missaðeːðiz
,,mɪslɪç,,,mɪsligʏr,missaliːks,missaliːkaz
mɪs,mɪsən,mɪsən,mɪsta,mʔesdə,mɪssa,,missijanã
