English,Dutch,German,Swedish,Danish,Icelandic,Gothic,Proto-Germanic
,ɔnʋɪs,ʊngəvɪs,,ʔuʋʔis,oʊːʋɪss,unwiss,unwissaz
,,,,,oʊːʋɪdɪ,unwita,unwitɔːː
,ɔnrɛɪn,ʊnraɪn,uːrən,,oʊhreɪdn,unhrɛːns,unxrainiz
,,,,,,uhts,unxtaz
,ɔxtənt,ʊxt,ɔtːə,ʔotə,oʊhda,uhtwoː,unxtwɔ̃ː
,ɔnhʌʊt,ʊnhɔlt,,,oʊːhɔdlʏr,,unxulθaz
,ɔnhʌʊt,ʊnhɔlt,,,,unhuːlθa,unxulθɔːː
,ɔnt,ɛnt,,,,,unθa-
,ɔntvlidən,ɛntfliːən,,,,unθaθliuhaːn,unθaɸleuxanã
,ɔndə,ʊntə,,,ʏnnʏr,,unθiː
əʊpən,oːpən,ɔfən,œpən,ɒbən,ɔːbɪn,,upanaz
əʊpən,oːpənən,œfnən,œpna,ɒbnə,ɔbhna,,upanɔːnã
ʌp,ɔp,aʊf,ɵp,ʔʌp,ʏhb,iup,upp
,,,ɵpə,ʔʌpə,,iupa,uppai
,,,,,ʏhbhɪmɪn,,uppaximinaz
,,,ypa,ʔypə,ɪhba,,uppijanã
ɒft,ɔft,ɔft,,ʔʌfdə,ɔfd,uɸta,uɸta
ɒft,ɔft,ɔft,ɔfta,ʔʌfdə,ɔfd,uɸta,uɸtɔː
,,,,,,ɔːhuːma,uɸumɔːː
ɔːtʃəd,,,œt,ʔuɐ̯t,ʏrrd,ɔːrts,urtiz
ɒtə,ɔtər,ɔtɜ,ɵtːər,ʔʌðʔʌ,ɔːdʏr,,utraz
aʊl,œyl,ɔølə,ɵgla,ulə,ʏgla,uŋgwiloː,uwwalɔ̃ː
ʌvən,oːvən,oːfən,ɵŋn,ɒwn,ɔbhn,ɔːhns,uxnaz
ɒks,ɔs,ɔxzə,uːksə,ʔʌksə,ɔksɪ,ɔːhsa,uxsɔːː
,,,ʉr,,uːr,us,uz
ɔː,oːr,uːɾ,,,,us-,uz-
,,,,,,usanan,uzananã
ɐbeə,,ɛɾbɛːrən,,,,usbɛːran,uzberanã
ɐbaɪd,,,,,,usbiːðan,uzbiːðanã
ɐbaɪ,,,,,,usbuɣjan,uzbuɣjanã
,,,,,ɔdgeɪr,,uzdaɣaizaz
ɒd,ɔːrt,ɔɾt,ɵd,ʔʌð,ɔdʏr,,uzdaz
ɔːt,ɔːrt,,,,,uzeːta,uzeːtɔːː
,,ɛɾgeːən,,,,usgaŋgan,uzgaŋganã
agɪv,,ɛɾgeːbən,,,,usgiβan,uzgeβanã
,ɔːrlɔx,,œrlɪg,,œdlœx,,uzlaɣã
ɐleɪ,,ɛɾleːgən,,,,uslaɣjan,uzlaɣjanã
,,ɛɾløːzən,,,,uslɔːsjan,uzlausijanã
,ɔːrloːvən,ɛɾlaʊbən,,,,uslɔːβjan,uzlauβijanã
,,,,,ɔrdna,,uznanã
,,,,,,usniman,uznemanã
eəɹiəd,,ɛɾrɑːtən,,,,urreːðan,uzreːðanã
ɐɹaɪz,,,,,,urriːsan,uzriːsanã
aɹɪst,,,,,,urrists,uzristiz
,,ɛɾzeːən,,,,ussɛːhʷaːn,uzsexʷanã
,,ɛɾzuːxən,,,,ussoːkjan,uzsɔːkijanã
,,ɛɾvɛɾfən,,,,uswɛːrpan,uzwerpanã
,,ɛɾvɪɾkən,,,,uswɔːrkjan,uzwurkijanã
,,,,,,ushɛːtan,uzxaitanã
,,ɛɾdɾiːsən,,,,usθriutan,uzθreutanã
,,ɔp,,,,uɸ,uβ
,,,,,,uɸ-,uβa-
,,oːbən,uːvan,ɒwən,ɔːʋan,,uβaneː
əʊvə,oːvər,oːbɜ,,,ɔːf,uɸar,uβer
əʊvəgaŋ,,,,,,uɸargaŋgan,uβergaŋganã
əʊvəfʊl,oːvərvɔl,,,,,uɸarɸulls,uβerɸullaz
,,yːbɜfylə,,,ɔfɪdlɪ,uɸarɸulliː,uβerɸullĩː
iːvəl,øːvɛl,yːbəl,,,,uβils,uβilaz
,,yːbɜ,øːvər,ɒwʔʌ,ɪːʋɪr,,uβiri
iːvz,oːzi,,,,,uβizwa,uβiswɔː
,,,,,,uθθan,uθθan
wɒt,ʋɑt,vɑːtə,vɑːd,ʋað,ʋaːð,,waðã
weɪd,ʋaːdən,vɑːtən,vɑːda,ʋaðə,ʋaːða,,waðanã
,,,vɑːd,ʋʔʌð,ʋaːðʏr,,waðaz
,,veːdəl,,,ʋaːðatl,,waðilã
weɪdʒə,ʋɛdə,vɛtə,vɑːd,,ʋɛːð,waði,waðjã
weɪdʒ,ʋɛdən,vɛtən,vɛdja,ʋεðə,ʋɛðja,,waðjɔːnã
,,,vɛdjan,,ʋɛðjan,,waðjɔːniz
,,vɑːtə,,,,,waðɔː
,ʋaːdə,vɑːtə,,,,,waðɔ̃ː
wɛdʒ,,,,,,waɣjan,waɣjanã
wɛdʒ,ʋɛx,vɛkə,,,,,waɣjaz
weɪn,ʋaːɣən,vɑːgən,vaŋn,ʋʔʌwn,ʋagn,,waɣŋaz
,,vɑgɛnzə,vaŋs,,,,waɣŋisɔːː
,,vɑːgə,vaga,,ʋaga,,waɣɔ̃ː
wɔː,ʋaːɣən,vɑːgən,voːga,ʋɒwə,,,waɣɔːnã
weɪl,ʋeː,veː,veː,ʋʔe,ʋaɪːl,wɛː,wai
wɔː,ʋeːx,,,,,,waiɣaz
,,,,,ʋeɪːx,,waiɣɔː
wiːk,ʋeːk,vaɪç,veːk,ʋʔej,ʋeɪːgʏr,,waikʷaz
,ʋeːkən,vaɪçən,,,ʋeɪːca,,waikʷijanã
,ʋɛɪnəx,veːnɪç,,,,wɛːnahs,wainaɣaz
wiːn,ʋeːnən,vaɪnən,,,ʋeɪːna,,wainɔːnã
,,,,,ʋeɪːnan,,wainɔːniz
,,,,,,wɛːɸɛːrhʷjan,waiɸirxʷijanã
uːz,ʋaːs,vasən,,,ʋeɪːsa,,waisɔ̃ː
,,,,,ʋeɪːda,,waitijanã
,ʋeː,veː,,,ʋaʊː,,waiwɔːː
wɛld,ʋeːdə,vaɪt,,,,wɛːsds,waizdaz
wiːv,ʋœyvən,,,,ʋeɪːʋa,wɛːβjan,waiβijanã
,,,veːda,,ʋeɪːða,,waiθijanã
,,,,,,wɛːθja,waiθijɔːː
,,,,,ʋeɪːðɪ,,waiθiz
wɒth,ʋɛɪdə,vaɪdə,,,,,waiθɔː
,,,,,,wajameːriːs,wajameːrijaz
,,,vɛgg,ʋεg,ʋɛgʏr,waðdjus,wajjuz
weɪk,ʋaːkən,vaxən,vɑːka,ʋɒwə,ʋaːga,,wakaːnã
weɪk,,,vɑːkən,ʋɒwən,ʋaːɟɪn,wakan,wakanã
wɒtʃ,ʋɛkən,vɛkən,vɛkːa,ʋεkə,ʋɛːca,wakjan,wakjanã
weɪkən,,,vakna,ʋɔunə,ʋaghna,,wakŋanã
weɪkə,ʋɑkər,vakɜ,vakːər,,ʋaːgʏr,,wakraz
,,,,,ʋaːgəra,,wakrɔːnã
,,,vɑːk,,ʋœːg,,wakʷaz
,,,vɑːk,ʋɒu,ʋœːg,,wakʷɔː
weɪl,,vɑːl,vɑːl,ʋal,ʋaːl,,walã
,,,valkyːriːa,ʋalkyɐ̯jə,ʋalɟɪrja,,walakuzjɔ̃ː
,,vɑːl,vɑːl,ʋal,ʋaːlʏr,,walaz
wɒld,,,voːld,ʋʔʌl,ʋald,,waldã
wiːld,,valtən,vɔla,ʋʔʌlə,ʋalda,waldan,waldanã
,ʋʌʊtər,valtɜ,,ʋalɑ,ʋaldar,,waldaxarjaz
,,,,,ʋaldʏr,,waldaz
wɛld,ʋʌʊ,,,,,,waldɔː
,ʋɑlɣən,valgən,,,,,walgɔːnã
,,,,,,waliːns,waliːniz
,,vɛːlən,vɛlja,ʋεljə,ʋɛlja,waljan,waljanã
wɔːk,,valk,valk,ʋalk,ʋɔlg,,walkã
wɔːk,ʋɑlkən,valkən,,,,,walkanã
wɔːk,ʋɑlkən,valkən,valka,ʋalkə,ʋalga,,walkɔːnã
wɔːl,ʋɑlən,valən,,,,,wallanã
wɛl,ʋɛlən,vɛlən,,,,,wallijanã
wɛl,ʋɛl,vɛlə,vɛːl,ʋεl,ʋɛdla,,wallijɔ̃ː
,ʋɑlən,valən,,,,,wallɔːnã
wɒlm,ʋɑlm,,,,,,walmiz
wiːl,,voːl,,,,,walɔːː
,ʋʌʊtən,valtsən,,,,,waltanã
wɛlt,,vɛltsən,vɛlta,ʋεldə,ʋɛlda,waltjan,waltijanã
weɪl,,,vɑːl,ʔʌl,ʋœːlʏr,walus,waluz
wɒləʊ,,,,,,walwjan,walwijanã
kɔːnwɔːl,ʋaːl,vɑːlçən,,,ʋaːl,walhs,walxaz
wɛlʃ,ʋaːls,vɛlʃ,vɛlsk,ʋεlsk,ʋalsgʏr,,walxiskaz
wəʊld,ʋʌʊt,valt,val,ʋʔʌl,ʋœdlʏr,,walθuz
gambɛsən,ʋɑmbœys,vamə,voːm,ʋʔʌm,ʋœmb,wamba,wambɔː
wɛm,,,,,ʋam,wamm,wammaz
wɛm,,,vɛmjas,ʋεməs,,wammjan,wammijanã
wan,ʋɑn,vɑːn,vɑːn,ʋan,ʋaːn,,wana-
weɪn,,,,,ʋaːna,ɸanan,wanaːnã
wɒnt,,,,ʋandə,ʋanda,,wanatɔːnã
wan,ʋɑn,vɑːn,vɑːn,ʋan,ʋaːnʏr,wans,wanaz
,,vɛndə,,,,wandiːns,wandiːniz
wɛnd,ʋɛndən,vɛndən,vɛnda,ʋεnə,ʋɛnda,wandjan,wandijanã
,,,vɛndəl,,ʋandɪtl,,wandilaz
,,,,,ʋanda,,wandɔːnã
wɒnd,ʋɑnt,vant,,ʋʔʌn,ʋœndʏr,wandus,wanduz
wʌŋg,,,vɔŋ,ʋɑŋ,ʋaʊŋgʏr,waŋgs,waŋgaz
wandʒə,,vaŋɜ,,,ʋeɪɲɟɪ,waŋgariːs,waŋgijã
waŋg,ʋɑŋ,vaŋə,,,ʋaʊɲɟɪ,waŋgoː,waŋgɔːː
wɒns,,,,,ʋansa,,wanisɔːnã
wiːn,ʋɛnən,vɛnən,vɛnja,ʋεnə,ʋɛnja,,wanjanã
,ʋɑŋkən,vaŋkən,,,ʋahga,,wankɔːnã
weɪn,,,,,,,wanɔːː
weɪn,,,,,ʋaːna,,wanɔːnã
wɒnt,ʋɑnt,,vɑːntə,ʋandə,ʋœhdʏr,,wantuz
wəʊ,,,,,,,wanxaz
wuː,,,,,ʋaʊː,,wanxɔː
wɒsp,,,,,,,wapsɔː
weə,,,vɑːr,ʋɑ,ʋaːr,wars,waraz
wɔːd,ʋɑrdən,vaɾtən,voːrda,,ʋarða,,wardaːnã
wɔːdzmən,,vaɾtman,,,ʋarðmaðʏr,,wardamann
,,vaɾtaʊs,,,ʋarθhus,,wardaxuːsã
wɔːd,,vɑːɾt,,,,wards,wardaz
,,,,,,wardiːns,wardiːniz
,,,,,,wardjan,wardijanã
wɔːd,,vaɾtə,voːrd,,ʋœrð,,wardɔː
,,,voːrd,,ʋœrðʏr,,warduz
,ʋɑrx,,varj,ʋɑw,ʋargʏr,wargs,wargaz
wɒɹi,,,,,,wargjan,wargijanã
,,,,,,wargiθa,wargiθɔː
,ʋɪːr,veːɾ,vɛrn,ʋεɐ̯n,ʋœrdn,,wariːniz
wiə,ʋɪːrən,veːrən,vɛrja,ʋɛɐ̯ʔuə,ʋɛrja,warjan,warjanã
ɜː,ər,ɛɾ,arə,,ʋɛrjɪ,,warjaz
wɔːk,,,vɛrk,ʋεɐ̯k,ʋɛrrgʏr,,warkiz
wɔːm,ʋɑrm,vaɾm,varm,ʋɑm,ʋarmʏr,,warmaz
,ʋɑrmən,vɛɾmən,vɛrma,,ʋɛrma,warmjan,warmijanã
wɔːn,ʋaːrnən,vaɾnən,vɑːrna,,,,warnɔːnã
weə,bəʋaːrən,vɑːrən,vɑːra,ʋɑɑ,ʋaːɾra,,warɔːnã
wɔːp,,vaɾf,varp,ʋɑp,ʋarrb,,warpã
wɔːt,vrɑt,vaɾtsə,voːta,ʋɒɒdə,ʋarrda,,wartɔ̃ː
,,vɑːɾç,vɑːr,,ʋaːr,,warxã
wɒʃ,ʋɑsən,vaʃən,vaska,ʋaskə,ʋasga,,waskanã
,,vɛstɜ,,,,wasti,wastijɔː
,,,,,aʊːʋœksdʏr,,wastmaz
,ʋɑsə,,,,,,waswɔ̃ː
wɔːtə,ʋaːtər,vasɜ,vatːən,ʋan,ʋahdhn,watoː,watɔːr
waks,ʋɑs,vaxs,vaks,ʋʔʌks,ʋaks,,waxsã
waks,ʋɑsən,vɪksən,vɛksa,ʋʔʌksə,ʋɛksa,wahsjan,waxsijanã
,,,,,,wahsts,waxstiz
weɪst,,,vɛkst,ʋεkst,ʋœksdʏr,wahstus,waxstuz
,ʋɑxt,vaxt,,,,wahtwa,waxtwɔː
weə,,,,,ʋɛrja,wasjan,wazjanã
,,,voːr,ʋɒ,ʋɔːr,,wazrã
wɛb,ʋɛp,,vɛːv,ʋεw,ʋɛːʋʏr,,waβjã
wɛb,,,,,ʋɛfja,,waβjanã
,ʋaːdə,vɑːdə,vɑːd,,ʋœðʋɪ,,waθwɔːː
,ʋaːjən,veːən,,,,wɛːan,weːanã
,,,,,ʋaɪːða,,weːðijanã
wiːd,ɣəʋaːt,vɑːt,voːd,,ʋɔːð,,weːðiz
wɔː,ʋaːx,vɑːk,voːg,ʋɒu,ʋɔːɣʏr,weːɣs,weːɣaz
,,,,,ʋaɪjja,,weːɣijanã
,,,,,ʋaɪːɣʏr,,weːɣiz
,,,,,ʋaɪɣð,,weːɣiθɔː
weɪ,ʋaːx,vɑːgə,voːg,,ʋɔːx,,weːɣɔː
wiːn,ʋaːnən,vɛːnən,,,ʋaɪːna,weːnjan,weːnijanã
wʌn,ʋaːn,vɑːn,vɛːn,ʋεn,ʋɔːn,weːns,weːniz
wɛpən,ʋaːpən,vafə,vɑːpən,ʋɔbən,ʋɔbhn,weːpn,weːpnã
,ʋaːpənən,,vɛpna,ʋɛbnə,ʋaɪbhna,,weːpnijanã
wɛpən,ʋaːpənən,vafnən,,,ʋɔbhna,,weːpnɔːnã
,ʋaːr,vɑːɾ,allvɑːr,alʋɒ,alʋaːɾra,weːrs,weːraz
,,,,,,weːrjan,weːrijanã
,ʋaːr,vɑːrə,,,,,weːrɔː
wiːt,,,voːt,ʋɒð,ʋɔːdʏr,,weːtaz
wɛt,,,vɛːta,ʋɛðə,ʋaɪːda,,weːtijanã
,,,,,ʋaɪːr,weːs,weːziz
wɛðə,ʋeːdər,vɛtɜ,vɛːdər,ʋεɐ̯,ʋɛːðʏr,,weðrã
wɪðə,ʋeːdɪːrən,vɛtɜn,vɛdra,ʋaɪʁʔʌ,ʋɪðəra,,weðrɔːnã
weɪ,ʋeːɣən,viːgən,vɛːga,ʋɑjə,ʋɛːɣa,wiɣan,weɣanã
weɪ,ʋɛx,veːk,vɛːg,ʋɑj,ʋɛːɣʏr,wiɣs,weɣaz
wɛl,ʋɛl,voːl,vɛːl,ʋεl,ʋɛːl,wɛːla,wela
,ʋɛldaːt,voːltɑːt,,,,wɛːlaðeːθs,welaðeːðiz
,,,vɛla,ʋεlə,ʋɛdla,,wellanã
,,,,,ʋɛlda,,weltanã
,,,,,,wilwan,welwanã
,,,,,,wilwa,welwɔːː
wɜːld,ʋɪːrəlt,vɛlt,vɛːrd,ʋεɐ̯dən,ʋɛːɾrœld,,weraldiz
,,,,,,wɛːraliːks,weraliːkaz
wɜː,ʋɪːr,,vɛːr,,ʋɛːr,wɛːr,weraz
wɔːd,ʋaːrt,vɪɾt,,,,wɛːrdus,werduz
wɜːk,ʋɛrk,vɛɾk,vɛrk,ʋεɐ̯k,ʋɛrrg,,werkã
wɜːkdeɪ,,vɛɾktɑːk,,,,,werkaðaɣaz
,ʋɛrkən,vɛɾkən,vɛrka,,ʋɛrrga,,werkɔːnã
wɔːp,ʋɛrpən,vɛɾfən,vɛrpa,ʋεɐ̯pə,ʋɛrrba,wɛːrpan,werpanã
,,,,,ʋɪrðar,,weruðã
,,,,,ʋœːr,,weruz
wɔː,ʋɑɾrən,vɪrən,,,,,werzanã
wɜːθ,,,,,ʋɛrð,wɛːrθ,werθã
wɜːθli,ʋaːrdələk,,,,ʋɛrðlɛːɣʏr,,werθaliːkaz
wɜːθ,ʋɔrdən,vɛɾdən,vɑːrda,ʋʌɐ̯də,ʋɛrða,wɛːrθan,werθanã
wɜːθ,ʋaːrt,vɛɾt,vɛːrd,ʋεɐ̯,ʋɛrðʏr,wɛːrθs,werθaz
wɜːði,,,,,,wɛːrθoːn,werθɔːnã
,ʋeːzən,veːzən,vɑːra,ʋɛʔʌ,ʋɛːɾra,wisan,wesanã
,,,vɛstan,,ʋɛsdan,,westaneː
wɛst,,vɛst,vɛstər,ʋεst,ʋɛsdʏr,,westrã
wɛst,,,vɛstər,ʋεst,ʋɛsdʏr,,westraz
wɛstən,,,,,ʋɛsdəraɪn,,westrɔːnijaz
,,,,,ʋɪːð,wit,wet
,ʋeːm,vɪtuːm,,,,,wetmɔːː
,ʋɪːrən,vɛːrən,,,,,wezaːnã
wiːv,ʋeːvən,veːbən,vɛːva,ʋɛʋə,ʋɛːʋa,,weβanã
wɛðə,ʋeːdər,vɪdɜ,vɛːdʉr,ʋɛðʔʌ,ʋɛːðʏr,wiθrus,weθruz
waɪd,ʋɛɪt,vaɪt,viːd,ʋʔið,ʋiːðʏr,,wiːðaz
,ʋɛɪdən,vaɪtən,,ʋiðə,ʋiːða,,wiːðijanã
,ʋɛɪx,,,,ʋiːx,wiɣan,wiːɣã
,,,,,ʋiglɛːɣʏr,,wiːɣaliːkaz
,,,,,ʋigmaðʏr,,wiːɣamann
,,,vɪg,,,,wiːɣaz
wɪk,ʋɛɪk,vaɪçbɪlt,viːk,ʋʔi,ʋiːg,,wiːkɔː
wɪk,ʋɛɪkən,vaɪçən,viːka,ʋiə,ʋiːca,,wiːkʷanã
waɪn,ʋɛɪn,vaɪn,viːn,ʋʔin,ʋiːn,wiːn,wiːnã
waɪndɹʌŋkən,,vaɪntɾʊŋkən,,,ʋindərʏhɟɪn,,wiːnaðrunkanaz
vɪnjəd,ʋɛɪŋaːrt,vaɪŋaɾtən,vɪŋoːrd,ʋʔengɒɒ,ʋiŋgarðʏr,wiːnaɣards,wiːnaɣardaz
,,vaɪnfas,,,ʋinfad,,wiːnaɸatã
waɪntɹiː,,,,,ʋindərjɛː,wiːnatriu,wiːnatrewã
,,vaɪnhaʊs,,,ʋinhus,,wiːnaxuːsã
waɪnbəɹi,ʋɛɪnbɪr,vaɪnbeːrə,vɪnbɛːr,,ʋinbɛːr,wiːnaβasi,wiːnaβasjã
,,,,,,wiːpan,wiːpanã
waɪə,,viːrə,viːrə,ʋiʔʌ,ʋiːr,,wiːraz
wɪzdəm,ʋɛɪzdɔm,vaɪstuːm,vɪsdɔm,ʋʔisdʔʌm,ʋisdoʊmʏr,,wiːsaðɔːmaz
waɪz,,vaɪzə,viːs,ʋis,ʋiːs,wiːs,wiːsaz
,ʋɛɪzən,vaɪzən,,,,wiːsjan,wiːsijanã
waɪz,,vaɪzən,viːsa,ʋisə,ʋiːsa,wiːsoːn,wiːsɔːnã
,,,,,,wiːt,wiːtã
,,vaɪtsɪgən,,,,,wiːtaɣɔːnã
gaɪd,ʋɛɪtən,vaɪzən,,,,wiːtan,wiːtanã
waɪt,ʋɛɪtə,,viːtə,ʋiðə,,,wiːtijã
,,,,,,wiːtwoːθs,wiːtwɔːðz
,ʋʌʊ,vaɪə,lɔmviːa,lʔomʋjə,laʊŋgʋia,,wiːwɔːː
,,,viː,oðənsə,oʊːðɪnsʋjɛː,,wiːxã
,,vaɪ,,,,wiːhs,wiːxaz
fʊl,ʋɛɪdən,vaɪən,viːga,ʋjʔe,ʋijja,,wiːxijanã
,,,,,,wiːhiθa,wiːxiθɔː
,,,,,,wiːhaː,wiːxɔːː
,,,,,,wiːhs,wiːxsã
,,vaɪksəl,,,,,wiːxsilɔː
wiː,ʋɛɪ,miːɾ,viː,ʋi,ʋjɛːr,wiːs,wiːz
waɪf,ʋɛɪf,vaɪp,viːv,ʋʔiw,ʋiːf,,wiːβã
wɪdəʊ,ʋeːdywə,vɪtvə,,,,wiðuwoː,wiðuwɔ̃ː
wʊd,ʋeːdə,,veːd,ʋʔeð,ʋɪːðʏr,,wiðuz
,ʋɛɪɣən,,,,ʋɛːɣa,wiːhaːn,wiɣanã
wɪdʒ,,,,,ʋɪg,,wiɣjã
wɪtʃ,,,,,,,wikkɔ̃ː
wɪtʃ,,,,,,,wikkɔːː
wɪtʃ,ʋɪkən,vɪkən,,,,,wikkɔːnã
wiːk,ʋeːk,vɔxə,vɛkːa,uə,ʋɪːga,wikoː,wikɔ̃ː
wɛlkʌm,ʋɛlkɔm,vɪlkɔmən,vɛːlkɔmən,ʋεlkʔʌmən,ʋɛlgɔmɪn,,wiljakʷemɔːː
wɪl,ʋɪlən,vɔlən,vɪlja,ʋʔilə,ʋɪlja,wiljan,wiljanã
wɪliəm,,vɪlhɛlm,,ʋʔiljεlm,ʋɪlçaʊlmʏr,,wiljaxelmaz
wɪl,ʋɪl,vɪlə,vɪlja,ʋʔiljə,ʋɪljɪ,wilja,wiljɔːː
waɪld,ʋɪlt,vɪlt,vɪld,,ʋɪdlʏr,wilθiːs,wilθijaz
wɪmpəl,ʋɪmpəl,vɪmpəl,vɪmpəl,ʋʔempəl,ʋɪmbɪtl,,wimpilaz
wɪnd,ʋɪndən,vɪndən,vɪnda,ʋʔenə,ʋɪnda,windan,windanã
wɪnd,ʋɪnt,vɪnt,vɪnd,ʋʔen,ʋɪndʏr,winds,windaz
,,vɛndə,,,ʋɪndʏr,,winiðaz
,,,vɛnskɑːp,ʋεnskab,ʋɪnsgabʏr,,winiskapiz
,,viːnstɜ,vɛnstər,ʋʔenstʁʔʌ,ʋɪnsdərɪ,,winistraz
,,,vɛːn,ʋεn,ʋɪːnʏr,,winiz
wɪŋkəl,ʋɪŋkəl,vɪnkəl,vɪŋkəl,,,,winkilaz
wɪn,ʋɪnən,,vɪna,ʋʔenə,ʋɪnna,winnan,winnanã
wɪntə,ʋɪntər,vɪntɜ,vɪntər,ʋʔentʔʌ,ʋɛːdʏr,wintrus,wintruz
wɛft,,,,,,,wiɸtiz
wɜːk,ʋɛrkən,vɪɾkən,vɪrka,ʋʔiɐ̯kə,ʋɪrrca,,wirkijanã
wɜːst,,,vɛʂt,ʋεɐ̯st,ʋɛrrsdʏr,wɛːrsists,wirsistaz
,,,,,ʋɛrɾr,wɛːrs,wirsiz
wɜːs,ʋɛrs,vɪɾzɜ,vɛrə,ʋεɐ̯ʔʌ,ʋɛrɾrɪ,wɛːrsiza,wirsizɔːː
,,,vœt,,ʋɪrrdʏr,,wirtiz
,,,vœrda,,ʋɪrða,,wirθijanã
wɪsk,ʋɪs,vɪʃ,vɪska,ʋʔesk,ʋɪsg,,wiskaz
,ʋɪsən,vɪʃən,vɪska,ʋʔeskə,,,wiskijanã
wɪzən,,,,ʋʔesnə,ʋɪsna,,wisnanã
,,gəvɪsə,,,,wissiː,wissĩː
,,,,,ʋɪsd,wists,wistiz
wiːzəl,ʋeːzɛl,viːzəl,vɛsla,ʋɛsəl,hreɪːsɪʋɪsla,,wisulɔ̃ː
,,viːzɛnt,,,ʋiːsʏndʏr,,wisundz
,,,vɛt,ʋʔið,ʋɪːd,,witã
,,,veːta,ʋiðə,ʋɪːda,witan,witaːnã
wɪtləs,,vɪtsloːs,vɛtløːs,ʋʔiðlʔœs,ʋɪhdløʏs,,witalausaz
wɪt,ʋeːtən,vɪsən,veːta,ʋiðə,ʋɪːda,witan,witanã
wɪt,ʋɪt,vɪts,,,,witi,witjã
,,,,,ʋiːsʋɪdaðʏr,,witɔːðaz
,ʋɛt,,,,,witoːθ,witɔːθã
,,,vɪtːər,ʋʔiðʔʌ,ʋɪːdʏr,,witraz
,,,,,ʋɪːdəra,,witrɔːnã
,ʋɪsəl,vɛksəl,vɛksəl,ʋεgsəl,ʋiksl,,wixslaz
wɪstɪl,ʋɪsələn,vɛksəln,vɛksla,ʋεgslə,ʋiksla,,wixslɔːnã
waɪt,ʋɪxt,vɪçt,,,,wɛːht,wixtã
weɪt,ʋɪxt,vɪçt,vɛtːə,ʋεtə,ʋaɪhdʏr,wɛːhts,wixtiz
wiːvəl,ʋeːvɛl,viːbəl,,,,,wiβilaz
wɪðwɪnd,,,,ʋʔeðbənə,ʋɪðʋɪndɪtl,,wiθiwindɔ̃ː
wɪð,,vaɪt,,,ʋɪːð,,wiθiz
,,,,,ʋɪðbeɪn,,wiθiβainã
wɪθi,ʋɪsə,,vɪdja,ʋʔiðjə,ʋɪðja,,wiθjɔ̃ː
wɪðə,ʋeːdər,viːdɜ,viːd,ʋʔeð,ʋɪːð,wiθra,wiθrã
leɪt,,,leːta,lʔeðə,leɪːda,wlɛːtoːn,wlaitɔːnã
,,,leːtan,,leɪːdan,,wlaitɔːniz
ɛnvɛləp,,,,ʋʁɑwlə,,,wlapp-
,,,,,liːda,,wliːtanã
,,,lɛsp,lεsp,,,wlispaz
lɪt,,,leːt,lʔœð,lɪːdʏr,wlits,wlitiz
,ʋun,,uːdən,oðən,oʊːðɪn,,wɔːðanaz
wəʊd,ʋudə,vuːt,,,oʊːðʏr,woːðs,wɔːðaz
,ʋudən,vyːtən,,,aɪːða,,wɔːðijanã
,,,,,ʋaɪːðʏr,,wɔːðijaz
əʊkə,ʋukər,vʊxɜ,ɔkːər,ɒwʔʌ,oʊːgʏr,woːkrs,wɔːkraz
,,,,,aɪmda,,wɔːmatjanã
,,,,,oʊːmʏr,,wɔːmaz
wuːp,,,,,oʊːb,,wɔːpaz
wiːp,,,,,aɪːba,woːpjan,wɔːpijanã
wuːsi,,,uːs,ʌs,,,wɔːsã
,,,,,,woːθiːs,wɔːθijaz
,ʋudə,,,,oʊːðʏr,,wɔːθuz
,vreːn,raɪn,,,reɪːnɪ,,wrainijɔːː
,vrɛnsən,raɪnɪʃ,,,,,wrainiskaz
ɹɛst,,,,ʋʁʔesdə,,,wraistijanã
,,raɪtsən,reːta,,,,wraitijanã
,,,vroː,,,,wraixaz
ɹaθ,vreːt,vreːt,vreːd,ʋʁɛð,reɪːðʏr,,wraiθaz
,,raɪdən,,,reɪːða,,wraiθijanã
,,,,,rɛːca,wrakjan,wrakjanã
ɹɛtʃ,,rɛkə,,,,,wrakjɔːː
ɹɛn,,,,ʁʔenəl,rɪndɪtl,,wrandijɔːː
,vrɑŋ,,vrɔŋ,ʋʁɑŋ,raʊŋgʏr,,wraŋgaz
ɹɛntʃ,,rɛŋkən,,,,wrankjan,wrankijanã
ɹuː,,,vroː,ʋʁɒ,,,wranxɔː
,,,,,raːda,wratoːn,wratɔːnã
,,,,,raɪːgʏr,,wreːkiz
ɹak,vraːk,raxə,,,,,wreːkɔː
,,,,,,wriθus,wreːθuz
ɹiːk,vreːkən,rɛçən,vrɛːka,ʋʁɑwə,rɛːga,wrikan,wrekanã
,,,,,rɔsɟɪn,wriskʷan,wreskʷanã
ɹaɪt,vrɛɪtən,raɪsən,riːta,,rɪːda,,wriːtanã
ɹaɪ,rɛɪɣən,raɪən,,,,,wriːxanã
,vreːf,raɪən,,,,,wriːxɔːː
,vrɛɪvən,raɪbən,,,,,wriːβanã
ɹaɪð,,raɪdən,vriːda,ʋʁiðə,,,wriːθanã
,vrɪkən,vrɪkən,,,,,wrikkɔːnã
,vrɪmpən,,,,,,wrimpanã
ɹɪŋ,vrɪŋən,rɪŋən,,,,,wriŋganã
ɹɪst,,rɪst,vrɪst,ʋʁʔest,rɪsd,,wristuz
